"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Natural gas rents (% of GDP)","NY.GDP.NGAS.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Africa Eastern and Southern","AFE","Natural gas rents (% of GDP)","NY.GDP.NGAS.RT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0.00166022420502334","0.000680148970213539","0.000215464913087408","0.000991429992333511","0.00103216291123919","0.0012913868918619","0.00143073329308222","0.000883176325062272","0.000838805491204593","0.000780139279345523","0.00386754441207901","0.00609386062890832","0.00538712399902032","0.00719337383194172","0.00849266669606026","0.00747575443145455","0.00846797071444769","0.00780371305717597","0.00473193173210797","0.0101732636608049","0.0192574566772718","0.0326378905815854","0.0318061867430953","0.0187686048445934","0.0362837669210848","0.0488885386742684","0.0629716425756613","0.0637521198553823","0.0732404366355085","0.0627764840054567","0.0749157835936534","0.112333435148084","0.11866893960917","0.112899049118011","0.106599966174202","0.0752180594984312","0.045062466442889","0.0623524962321657","0.157252910622368","0.122430253310471","0.0922597230656493","",
"Afghanistan","AFG","Natural gas rents (% of GDP)","NY.GDP.NGAS.RT.ZS","","","","","","","","","","","0","0","0.00415174133010356","0.0475213560012953","0.168561176429882","0.440258100135044","0.561074338851588","0.551145617946074","0.266674769820192","0.399773787375365","0.548732068203072","0.175109038282014","","","","","","","","","","","","","","","","","","","","","0.0323344432701722","0.0115941323344224","0.0104871552015604","0.0128730398135601","0.0152677564033869","0.0153509258719142","0.0165423651385128","0.0111512793518102","0.0354874909646779","0.0691821834517797","0.0602419296395048","0.043914721875509","0.0439728561982218","0.0406794923280546","0.0270876451418896","0.0297883319011209","0.0432779849854754","0.025900460612261","0.011280483089618","",
"Africa Western and Central","AFW","Natural gas rents (% of GDP)","NY.GDP.NGAS.RT.ZS","","","","","","","","","","","","0.000340262043034369","0.000437293981617362","0.000716146726490891","0.00147130501122999","0.0047447229187534","0.00511330703504565","0.00672354970955331","0.00710071779108773","0.015760011422875","0.0142821124343639","0.00503325454443275","0.00157765551252255","0.010053751929327","0.0112440651050192","0.0101519197663859","0.0140657747333729","0.00936833126208168","0.0104332545945068","0.0151750398370687","0.0116737013226106","0.0242871608304319","0.0200039810244327","0.0354876406305443","0.034798672015729","0.0316229746269915","0.0400265484765806","0.0423213177888362","0.0322108728175532","0.0457519204762188","0.205913097858426","0.329176013710215","0.315236872391749","0.375330926695066","0.344919606302036","0.354224961205107","0.442482716813058","0.552290929469217","0.590786214983573","0.472202516637277","0.653946252267122","1.15846554318643","1.16265783874177","0.83781928666893","0.932000412121087","0.690520002250015","0.370112495122492","0.606985488902814","1.01353263516974","0.709248633329569","0.60902133912815","",
"Angola","AGO","Natural gas rents (% of GDP)","NY.GDP.NGAS.RT.ZS","","","","","","","","","","","","","","","","","","","","","0.0421181959581124","0.0197644770198793","0.00600706534173178","0.0277224377224337","0.0249517491195639","0.0215778013120923","0.0285706782011729","0.018820549272303","0.0185614126921945","0.015823614514981","0.0176621285129","","","","0.109153484339368","0.0740148686599303","0.0667446545389212","0.070385150752274","0.0542772086455102","0.0973831066365524","0.145019057569245","0.175644775347791","0.116986698462413","0.118567263890819","0.114842911291596","0.0771210303634534","0.0783505916907224","0.0877303148792435","0.0651810181990459","0.0768377454665998","0.0864663927726116","0.116737355360052","0.106025279000388","0.11005116574923","0.0814080743962883","0.0616224089346029","0.0839041358062236","0.185469588915806","0.776805838952982","0.715059290075258","0.781882427406069","",
"Albania","ALB","Natural gas rents (% of GDP)","NY.GDP.NGAS.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","0.507975072978791","0.447395927487987","0.483373914270149","0.32275935348515","0.520341776193707","0.50315838720579","0.310343935800999","0.265031839106115","0.22551167885103","0.0411924638806944","0.0216842157653638","0.0171445464257807","0.0160922095676553","0.0153028273645539","0.00838226426549642","0.00341461890356494","0.0252281310761766","0.0419582331922342","0.0294064418761185","0.0248356245075773","0.0171373581164108","0.0158819666175605","0.0274183571251854","0.00825604486159185","0.0314034948326472","0.0290035536078174","0.00763443281012045","0.0107884435540314","0.0201569355756728","0.0208590588251164","0.0245507441158364","0.0214961184151845","0.0165264716443235","0.025784212661768","0.0283995975566561","0.0203137776758457","0.0180161795781681","",
"Andorra","AND","Natural gas rents (% of GDP)","NY.GDP.NGAS.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Natural gas rents (% of GDP)","NY.GDP.NGAS.RT.ZS","","","","","","","","","","","0.0134355798610829","0.00609062009956983","0.0071624839310969","0.0145321907941075","0.0227991253104992","0.0782327591157056","0.0784116768332121","0.115628866644497","0.172512238892774","0.322443715708288","0.278266180132257","0.151047178864021","0.0348933798732923","0.315865174726823","0.330909236274657","0.389066820279156","0.408673028235633","0.291305075667572","0.298285018134752","0.306985441636302","0.274452682192697","0.351380651932812","0.308178052187949","0.407661868145934","0.309362271421048","0.367155366179568","0.459540263433044","0.551418009182869","0.466682573743794","0.404345426336933","0.721286115045382","0.925694871428235","0.782954356291274","0.777143423483313","0.785571415527924","1.07489232398975","1.25759848657226","1.28801939932405","1.28824364966644","1.40899995533592","1.13116835409446","1.80411534003722","1.87824220955833","1.93890691714722","1.7655966010537","1.26910579197459","0.713030297380459","0.800830975540496","1.09505163157905","0.816645393833266","0.676635927157455","",
"United Arab Emirates","ARE","Natural gas rents (% of GDP)","NY.GDP.NGAS.RT.ZS","","","","","","","","","","","","","","","","0.0710541009010717","0.0706270167153787","0.162294915591243","0.297057284822342","0.446327316891375","0.420317474783413","0.221193304866847","0.0470093165835363","0.330796433226011","0.407947637639291","0.534850166450056","0.653720950164696","0.478377266477701","0.451181257229924","0.468816197497501","0.478434298063277","0.504099442168162","0.372496210221231","0.483617063249308","0.393117914223192","0.503340963736674","0.636435120467352","0.75139216429444","0.622363304635988","0.516138440860987","0.787847476499788","0.982994409168147","0.821900047792186","0.78138736511701","0.770200790552683","1.02083357282146","1.10419421657219","1.10841485980539","1.06643012735793","1.21359649263957","0.928359069639305","1.27606825072815","1.35168967785615","1.35235794968664","1.19630139548736","0.922662614879232","0.508840023023232","0.540899305521615","0.692937467763984","0.520151273451501","0.431644073479002","",
"Argentina","ARG","Natural gas rents (% of GDP)","NY.GDP.NGAS.RT.ZS","","","","","","","","","","","0.0182689420472559","0.0215605372952248","0.0156329446858178","0.0124660860519491","0.020131813923108","0.0609353744242111","0.0518208484316757","0.0198381283931961","0.0258603173049898","0.0786823176970924","0.156655326087281","0.150607771445469","0.0685749254913255","0.168019036695919","0.210239159325904","0.193989602871175","0.157171432811972","0.109461732325024","0.117956798136","0.281529262383657","0.161256088060486","0.130224647899799","0.0950130160949978","0.112240576592208","0.092005970816058","0.102321953208996","0.12063257790675","0.121280703028331","0.108434960073307","0.160224009021368","0.25243364239999","0.272676419268517","0.711232296898934","0.622413216954007","0.558894846712387","0.609336059709939","0.64910297100608","0.520544944030876","0.470345062799099","0.504977379073113","0.347557722925055","0.425871089924054","0.462857173329632","0.457940045497852","0.350329193696276","0.199750793969219","0.138811573994729","0.174837578955599","0.378955685806439","0.344032666838489","0.270940769035641","",
