"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.GDP.FRST.RT.ZS","Forest rents (% of GDP)","Forest rents are roundwood harvest times the product of regional prices and a regional rental rate.","World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.",
