"Year","Code","HDI","Arms.Imports","Arms.Exports","Imports","Exports","FDI","Fin.Diplomacy","IGO.Alignment","UN.Agreement","Polity","GDP","Resources"
"2000","AFG",0.335,NA,0,5395751,19891090,NA,5e+05,0.380281690140845,0.954545454545455,-7,3342034168.1008,NA
"2000","AFG",0.335,NA,0,5395751,19891090,NA,5e+05,0.380281690140845,0.954545454545455,-7,3342034168.1008,NA
"2001","AFG",0.337,NA,0,161597,17265197,NA,1120814.54390561,0.380281690140845,0.902173913043478,NA,3598470575.62394,NA
"2001","AFG",0.337,NA,0,161597,17265197,NA,1120814.54390561,0.380281690140845,0.902173913043478,NA,3598470575.62394,NA
"2002","AFG",0.362,NA,0,79936,19910993,NA,7195107.08591415,0.380281690140845,0.911764705882353,NA,4141523942.74591,1.024958464
"2002","AFG",0.362,NA,0,79936,19910993,NA,7195107.08591415,0.380281690140845,0.911764705882353,NA,4141523942.74591,1.024958464
"2003","AFG",0.376,NA,0,612288,26446713,NA,7091630.5690672,0.380281690140845,0.948529411764706,NA,4729042179.16885,0.710719564
"2003","AFG",0.376,NA,0,612288,26446713,NA,7091630.5690672,0.380281690140845,0.948529411764706,NA,4729042179.16885,0.710719564
"2004","AFG",0.392,NA,0,947329,56973084,NA,32088975.1453655,0.380281690140845,0.946969696969697,NA,5388482107.45828,0.440392701
"2004","AFG",0.392,NA,0,947329,56973084,NA,32088975.1453655,0.380281690140845,0.946969696969697,NA,5388482107.45828,0.440392701
"2005","AFG",0.4,NA,0,1511677,51208556,0,2.6e+07,0.408450704225352,0.949367088607595,NA,6220574147.12788,0.382005712
"2005","AFG",0.4,NA,0,1511677,51208556,0,2.6e+07,0.408450704225352,0.949367088607595,NA,6220574147.12788,0.382005712
"2006","AFG",0.409,NA,0,185744,100486966,0,13114650.3022546,0.422535211267606,0.916666666666667,NA,7104711444.63957,0.502551364
"2006","AFG",0.409,NA,0,185744,100486966,0,13114650.3022546,0.422535211267606,0.916666666666667,NA,7104711444.63957,0.502551364
"2007","AFG",0.424,NA,0,2376291,169532599,2.87e+09,14022713.1996176,0.422535211267606,0.943820224719101,NA,9412161764.60404,0.449303643
"2007","AFG",0.424,NA,0,2376291,169532599,2.87e+09,14022713.1996176,0.422535211267606,0.943820224719101,NA,9412161764.60404,0.449303643
"2008","AFG",0.43,NA,0,2693017,151626761,0,22393943.8587717,0.422535211267606,0.927777777777778,NA,10236901594.3276,0.610294178
"2008","AFG",0.43,NA,0,2693017,151626761,0,22393943.8587717,0.422535211267606,0.927777777777778,NA,10236901594.3276,0.610294178
"2009","AFG",0.44,NA,0,1375868,213366201,0,6678918.51156495,0.422535211267606,0.947368421052632,NA,11595133469.4287,0.41727744
"2009","AFG",0.44,NA,0,1375868,213366201,0,6678918.51156495,0.422535211267606,0.947368421052632,NA,11595133469.4287,0.41727744
"2010","AFG",0.448,NA,0,3680419,175264609,0,20975130.7076065,0.436619718309859,0.958333333333333,NA,14698889678.3668,0.61264487
"2010","AFG",0.448,NA,0,3680419,175264609,0,20975130.7076065,0.436619718309859,0.958333333333333,NA,14698889678.3668,0.61264487
"2011","AFG",0.456,NA,0,4403087,230009966,4e+08,16081257.9307464,0.436619718309859,0.907608695652174,NA,17350694945.4134,0.877758007
"2011","AFG",0.456,NA,0,4403087,230009966,4e+08,16081257.9307464,0.436619718309859,0.907608695652174,NA,17350694945.4134,0.877758007
"2012","AFG",0.466,NA,0,5186565,464033546,0,681606.099864054,0.450704225352113,0.911764705882353,NA,19136499340.788,0.706844302
"2012","AFG",0.466,NA,0,5186565,464033546,0,681606.099864054,0.450704225352113,0.911764705882353,NA,19136499340.788,0.706844302
"2013","AFG",0.474,NA,0,9595295,328258809,0,0,0.450704225352113,0.941666666666667,NA,19621802455.4196,0.558013471
"2013","AFG",0.474,NA,0,9595295,328258809,0,0,0.450704225352113,0.941666666666667,NA,19621802455.4196,0.558013471
"2014","AFG",0.479,NA,0,17371806,393559251,0,2664686.63465397,0.436619718309859,0.934210526315789,-1,19550702566.7147,0.54446518
"2014","AFG",0.479,NA,0,17371806,393559251,0,2664686.63465397,0.436619718309859,0.934210526315789,-1,19550702566.7147,0.54446518
"2015","AFG",0.478,NA,0,11770644,361819889,0,29223155.4955547,NA,0.86231884057971,-1,18713048410.1933,0.514492083
"2015","AFG",0.478,NA,0,11770644,361819889,0,29223155.4955547,NA,0.86231884057971,-1,18713048410.1933,0.514492083
"2016","AFG",0.481,NA,0,4534101,430653261,0,44649666.5881716,NA,0.864077669902913,-1,18019558182.2172,0.627717585
"2016","AFG",0.481,NA,0,4534101,430653261,0,44649666.5881716,NA,0.864077669902913,-1,18019558182.2172,0.627717585
"2017","AFG",0.482,NA,1,3427619,541205985,2.1e+08,88572699.2631022,NA,0.774336283185841,-1,18896352021.4757,0.71933894
"2017","AFG",0.482,NA,0,3427619,541205985,2.1e+08,88572699.2631022,NA,0.774336283185841,-1,18896352021.4757,0.71933894
"2018","AFG",0.483,NA,0,24079054,667589880,0,NA,NA,0.8875,-1,18418848299.9422,0.891281199
"2018","AFG",0.483,NA,0,24079054,667589880,0,NA,NA,0.8875,-1,18418848299.9422,0.891281199
"2019","AFG",0.488,NA,0,29279265,599799484,0,NA,NA,0.880952380952381,NA,18904490263.1099,0.692528088
"2019","AFG",0.488,NA,0,29279265,599799484,0,NA,NA,0.880952380952381,NA,18904490263.1099,0.692528088
"2020","AFG",0.483,NA,0,54512300,500680466,0,NA,NA,0.873563218390805,NA,19793262412.555,0.653621703
"2020","AFG",0.483,NA,0,54512300,500680466,0,NA,NA,0.873563218390805,NA,19793262412.555,0.653621703
"2021","AFG",0.478,NA,0,NA,NA,0,NA,NA,0.878787878787879,NA,NA,NA
"2021","AFG",0.478,NA,0,NA,NA,0,NA,NA,0.878787878787879,NA,NA,NA
"2000","ALB",0.677,NA,0,1808,14319862,NA,1200000,0.450704225352113,0.558139534883721,5,3487586302.02033,1.098001422
"2001","ALB",0.684,NA,0,1467,16113459,NA,39615310,0.450704225352113,0.613207547169811,5,3926887596.51718,0.756032683
"2002","ALB",0.689,NA,0,85053,18685900,NA,0,0.464788732394366,0.608695652173913,7,4355865888.71302,0.760866015
"2003","ALB",0.696,NA,0,57918,32194331,NA,650000,0.47887323943662,0.656976744186046,7,5561459460.63313,0.733223813
"2004","ALB",0.7,NA,0,5957247,63247738,NA,3012267.16401502,0.492957746478873,0.61038961038961,7,7177030364.86203,0.770895917
"2005","ALB",0.711,NA,0,7042678,83209654,NA,1234254.87312643,0.507042253521127,0.602409638554217,9,8052079314.495,1.018512733
"2006","ALB",0.718,NA,0,12841603,66055212,NA,0,0.507042253521127,0.680555555555556,9,8896076004.05088,1.32188534
"2007","ALB",0.73,NA,0,66341169,89979474,NA,0,0.52112676056338,0.685897435897436,9,10677322220.2843,1.761107619
"2008","ALB",0.736,NA,0,88259172,196105777,NA,0,0.535211267605634,0.666666666666667,9,12881352058.1735,1.110083362
"2009","ALB",0.741,NA,0,64319826,207861575,NA,0,0.535211267605634,0.710843373493976,9,12044210390.1228,0.606046436
"2010","ALB",0.754,NA,0,147572616,199277724,NA,1020000,0.535211267605634,0.706896551724138,9,11926948284.4373,1.574519863
"2011","ALB",0.766,NA,0,155367791,281482764,NA,1546896.02186253,0.549295774647887,0.655913978494624,9,12890873322.9257,3.178913765
"2012","ALB",0.778,NA,0,142720886,343904583,NA,79256.5232400064,0.549295774647887,0.691860465116279,9,12319779604.2613,3.377231807
"2013","ALB",0.785,NA,0,234840915,324596499,NA,0,0.563380281690141,0.642857142857143,9,12776280737.7422,2.947423285
"2014","ALB",0.792,NA,0,189322397,378269750,NA,0,0.535211267605634,0.657894736842105,9,13228240078.8447,3.075894748
"2015","ALB",0.795,NA,0,127861359,430190806,NA,1590999.09369166,NA,0.647887323943662,9,11386924852.7363,1.621849096
"2016","ALB",0.798,NA,0,128596467,506540419,NA,1650479.61761055,NA,0.626086956521739,9,11861356451.1651,1.333143971
"2017","ALB",0.802,NA,0,196222142,454033529,NA,5154237.11993576,NA,0.669421487603306,9,13019729855.6839,1.435785978
"2018","ALB",0.806,NA,0,108035667,539905479,NA,NA,NA,0.646739130434783,9,15156439967.8548,1.868235884
"2019","ALB",0.81,NA,0,102720650,601093182,NA,NA,NA,0.613636363636364,NA,15400237155.1392,1.779665217
"2020","ALB",0.794,NA,0,81120571,571223967,NA,NA,NA,0.643617021276596,NA,14909619335.122,1.253771732
"2021","ALB",0.796,NA,0,NA,NA,NA,NA,NA,0.61038961038961,NA,NA,NA
"2000","DZA",0.649,NA,10,25937941,172916756,NA,0,0.619718309859155,0.960526315789474,-3,54666896856.615,24.40093882
"2001","DZA",0.655,NA,11,69988286,222226410,NA,0,0.633802816901408,0.951219512195122,-3,55056733057.304,21.86244837
"2002","DZA",0.664,NA,14,81897046,351904803,NA,0,0.633802816901408,0.923469387755102,-3,56819210890.9552,21.87527675
"2003","DZA",0.67,NA,0,99216863,645937433,NA,20604076.422668,0.633802816901408,0.945054945054945,-3,67863851626.0261,23.43917879
"2004","DZA",0.678,NA,0,259077512,980519345,NA,31208178.1093433,0.633802816901408,0.952380952380952,2,85332517816.5892,25.06484397
"2005","DZA",0.685,NA,0,363732733,1404420063,6e+08,0,0.633802816901408,0.924242424242424,2,103198216067.335,32.49086612
"2006","DZA",0.69,NA,61,143121609,1947514487,6.51e+09,0,0.633802816901408,0.929906542056075,2,117027277939.303,34.40823485
"2007","DZA",0.697,NA,0,1160931952,2741975093,0,513147.141499522,0.633802816901408,0.96195652173913,2,134977088396.419,32.41196439
"2008","DZA",0.705,NA,0,849219211,3751909956,9.2e+08,0,0.633802816901408,0.885869565217391,2,171000692134.748,34.2389622
"2009","DZA",0.714,NA,0,946619790,4180239032,3.01e+09,1389191.80988076,0.633802816901408,0.928571428571429,2,137211008420.809,24.55612665
"2010","DZA",0.721,NA,18,1177317334,3999998875,0,47273707.2362646,0.633802816901408,0.947674418604651,2,161207306304.794,26.25510174
"2011","DZA",0.727,NA,0,1960886720,4471882142,1.65e+09,0,0.633802816901408,0.898936170212766,2,200019103012.998,31.04806446
"2012","DZA",0.729,NA,0,2311905609,5416657169,2.87e+09,0,0.633802816901408,0.923529411764706,2,209059083117.985,29.98557346
"2013","DZA",0.731,NA,0,2164546739,6023897368,2.35e+09,0,0.661971830985915,0.9453125,2,209755003250.664,27.73419358
"2014","DZA",0.735,NA,158,1314681787,7395177834,2.26e+09,0,0.633802816901408,0.935064935064935,2,213809979479.769,24.12672742
"2015","DZA",0.74,NA,245,767362894,7583347042,4.1e+08,0,NA,0.888888888888889,2,165979118790.54,15.87714704
"2016","DZA",0.743,NA,499,331886154,7647851142,3.35e+09,17461072.806402,NA,0.858974358974359,2,160034211699.72,11.99777359
"2017","DZA",0.744,NA,21,448323792,6784746250,0,29596978.9746759,NA,0.80672268907563,2,170096984537.232,14.28829108
"2018","DZA",0.745,NA,57,1177700854,7926453796,1.3e+08,NA,NA,0.887096774193548,2,175415180410.906,18.48172445
"2019","DZA",0.748,NA,24,1141251265,6941782829,5.6e+08,NA,NA,0.882022471910112,NA,171158234285.293,16.34204454
"2020","DZA",0.736,NA,3,997055550,5596322062,1.2e+08,NA,NA,0.861702127659574,NA,147688693830.417,11.92571914
"2021","DZA",0.745,NA,0,NA,NA,0,NA,NA,0.876623376623377,NA,NA,NA
"2000","AND",0.818,NA,NA,3497,377151,NA,NA,NA,NA,NA,1429044661.99507,0
"2001","AND",0.825,NA,NA,NA,173264,NA,NA,NA,NA,NA,1546913266.99537,0
"2002","AND",0.832,NA,NA,12603,274538,NA,NA,NA,NA,NA,1755992895.71801,0
"2003","AND",0.841,NA,NA,8,867617,NA,NA,NA,NA,NA,2361635625.03703,0
"2004","AND",0.833,NA,NA,3714,2112886,NA,NA,NA,NA,NA,2895042251.64987,0
"2005","AND",0.833,NA,NA,9046,3230910,NA,NA,NA,NA,NA,3159831266.47764,0
"2006","AND",0.848,NA,NA,403,884312,NA,NA,NA,NA,NA,3456261316.43405,0
"2007","AND",0.847,NA,NA,6835,710117,NA,NA,NA,NA,NA,3952395237.03615,0
"2008","AND",0.85,NA,NA,45229,1167665,NA,NA,NA,NA,NA,4085783662.52083,0
"2009","AND",0.848,NA,NA,182653,2497392,NA,NA,NA,NA,NA,3674186276.8418,0
"2010","AND",0.848,NA,NA,34251,3372036,NA,NA,NA,NA,NA,3446565601.34851,0
"2011","AND",0.849,NA,NA,148323,5618994,NA,NA,NA,NA,NA,3624386229.08366,0
"2012","AND",0.869,NA,NA,324002,26845645,NA,NA,NA,NA,NA,3188830334.07271,0
"2013","AND",0.864,NA,NA,14788,2244495,NA,NA,NA,NA,NA,3192603085.71476,0
"2014","AND",0.871,NA,NA,30877,2203821,NA,NA,NA,NA,NA,3267334445.88627,0
"2015","AND",0.867,NA,NA,10670,1284622,NA,NA,NA,NA,NA,2788757748.74224,0
"2016","AND",0.871,NA,NA,108121,1279466,NA,NA,NA,NA,NA,2894646183.64221,0
"2017","AND",0.868,NA,NA,103064,1270964,NA,NA,NA,NA,NA,3000160225.15736,0
"2018","AND",0.872,NA,NA,144993,1866569,NA,NA,NA,NA,NA,3218419456.4373,0
"2019","AND",0.873,NA,NA,210011,2553569,NA,NA,NA,NA,NA,3155149347.92156,0
"2020","AND",0.848,NA,NA,432094,3400568,NA,NA,NA,NA,NA,2864399402.02335,NA
"2021","AND",0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AGO",0.375,NA,0,1842692967,33735509,NA,0,0.436619718309859,0.864406779661017,-6,12207354573.0282,55.47635659
"2000","AGO",0.375,NA,0,1842692967,33735509,NA,0,0.436619718309859,0.864406779661017,-6,12207354573.0282,55.47635659
"2001","AGO",0.386,NA,0,721828095,45721834,NA,6600000,0.464788732394366,0.909722222222222,-6,11948601235.723,38.51629747
"2001","AGO",0.386,NA,0,721828095,45721834,NA,6600000,0.464788732394366,0.909722222222222,-6,11948601235.723,38.51629747
"2002","AGO",0.403,NA,0,1087049343,61310901,NA,131804082.219292,0.464788732394366,0.827777777777778,-2,15285592487.4237,27.6698307
"2002","AGO",0.403,NA,0,1087049343,61310901,NA,131804082.219292,0.464788732394366,0.827777777777778,-2,15285592487.4237,27.6698307
"2003","AGO",0.42,NA,0,2205934880,145791215,NA,1.1e+07,0.450704225352113,0.905063291139241,-2,17812704626.2324,24.10568958
"2003","AGO",0.42,NA,0,2205934880,145791215,NA,1.1e+07,0.450704225352113,0.905063291139241,-2,17812704626.2324,24.10568958
"2004","AGO",0.433,NA,0,4717339146,193517905,NA,434646085.52,0.464788732394366,0.912698412698413,-2,23552045850.3415,40.18196677
"2004","AGO",0.433,NA,0,4717339146,193517905,NA,434646085.52,0.464788732394366,0.912698412698413,-2,23552045850.3415,40.18196677
"2005","AGO",0.447,NA,0,6581828714,372793946,2.1e+08,1317676994.56,0.464788732394366,0.91304347826087,-2,36970878078.6716,45.80972258
"2005","AGO",0.447,NA,0,6581828714,372793946,2.1e+08,1317676994.56,0.464788732394366,0.91304347826087,-2,36970878078.6716,45.80972258
"2006","AGO",0.459,NA,0,10933295107,894185633,7.4e+08,1208134483.12633,0.464788732394366,0.901041666666667,-2,52381025105.2177,43.47871695
"2006","AGO",0.459,NA,0,10933295107,894185633,7.4e+08,1208134483.12633,0.464788732394366,0.901041666666667,-2,52381025105.2177,43.47871695
"2007","AGO",0.475,NA,0,12888664603,1234518651,1.95e+09,2172115940.11975,0.492957746478873,0.903225806451613,-2,65266415706.9741,46.2764616
"2007","AGO",0.475,NA,0,12888664603,1234518651,1.95e+09,2172115940.11975,0.492957746478873,0.903225806451613,-2,65266415706.9741,46.2764616
"2008","AGO",0.486,NA,0,22382523829,2942469756,3.24e+09,130348686.6,0.492957746478873,0.902298850574713,-2,88538664888.1983,55.87479476
"2008","AGO",0.486,NA,0,22382523829,2942469756,3.24e+09,130348686.6,0.492957746478873,0.902298850574713,-2,88538664888.1983,55.87479476
"2009","AGO",0.5,NA,0,14675830702,2385960008,1.43e+09,2258544095.12437,0.47887323943662,0.948717948717949,-2,70307193220.9366,30.80489038
"2009","AGO",0.5,NA,0,14675830702,2385960008,1.43e+09,2258544095.12437,0.47887323943662,0.948717948717949,-2,70307193220.9366,30.80489038
"2010","AGO",0.51,NA,0,22815049454,2003872576,0,3132836156.70689,0.492957746478873,0.916666666666667,-2,83799478929.8438,40.18684238
"2010","AGO",0.51,NA,0,22815049454,2003872576,0,3132836156.70689,0.492957746478873,0.916666666666667,-2,83799478929.8438,40.18684238
"2011","AGO",0.526,NA,0,24922180492,2784153366,5.46e+09,2143010140.01511,0.492957746478873,0.891566265060241,-2,111789745968.164,41.09317327
"2011","AGO",0.526,NA,0,24922180492,2784153366,5.46e+09,2143010140.01511,0.492957746478873,0.891566265060241,-2,111789745968.164,41.09317327
"2012","AGO",0.541,NA,0,33561896917,4039171270,9e+08,1375566304.648,0.492957746478873,0.903846153846154,-2,128052913437.634,36.28887798
"2012","AGO",0.541,NA,0,33561896917,4039171270,9e+08,1375566304.648,0.492957746478873,0.903846153846154,-2,128052913437.634,36.28887798
"2013","AGO",0.552,NA,0,31972669347,3964058933,2.12e+09,4521294946.11928,0.52112676056338,0.942622950819672,-2,136709891897.328,30.85046542
"2013","AGO",0.552,NA,0,31972669347,3964058933,2.12e+09,4521294946.11928,0.52112676056338,0.942622950819672,-2,136709891897.328,30.85046542
"2014","AGO",0.563,NA,0,31106015046,5974996819,1.89e+09,4499185864.27844,0.492957746478873,0.927631578947368,-2,145712175327.652,23.75862606
"2014","AGO",0.563,NA,0,31106015046,5974996819,1.89e+09,4499185864.27844,0.492957746478873,0.927631578947368,-2,145712175327.652,23.75862606
"2015","AGO",0.582,NA,1,16001611383,3717145883,6.1e+08,1497936105.00187,NA,0.933333333333333,-2,116193647513.086,10.82928906
"2015","AGO",0.582,NA,0,16001611383,3717145883,6.1e+08,1497936105.00187,NA,0.933333333333333,-2,116193647513.086,10.82928906
"2016","AGO",0.596,NA,15,13966117080,1680398624,3.14e+09,19261184716.5312,NA,0.845454545454545,-2,101123830009.727,10.89222027
"2016","AGO",0.596,NA,0,13966117080,1680398624,3.14e+09,19261184716.5312,NA,0.845454545454545,-2,101123830009.727,10.89222027
"2017","AGO",0.597,NA,0,20698709467,2257453225,4.66e+09,3007683533,NA,0.807692307692308,-2,122123858627.664,16.43678183
"2017","AGO",0.597,NA,0,20698709467,2257453225,4.66e+09,3007683533,NA,0.807692307692308,-2,122123858627.664,16.43678183
"2018","AGO",0.595,NA,0,25826510355,2253137107,0,NA,NA,0.873417721518987,-2,101353211652.234,27.53311928
"2018","AGO",0.595,NA,0,25826510355,2253137107,0,NA,NA,0.873417721518987,-2,101353211652.234,27.53311928
"2019","AGO",0.595,NA,15,23837402142,2055727417,5e+08,NA,NA,0.883720930232558,NA,89417189120.438,26.13835474
"2019","AGO",0.595,NA,0,23837402142,2055727417,5e+08,NA,NA,0.883720930232558,NA,89417189120.438,26.13835474
"2020","AGO",0.59,NA,42,14757730338,1748092204,0,NA,NA,0.835443037974684,NA,62306915569.0799,25.51796283
"2020","AGO",0.59,NA,0,14757730338,1748092204,0,NA,NA,0.835443037974684,NA,62306915569.0799,25.51796283
"2021","AGO",0.586,NA,0,NA,NA,3.1e+08,NA,NA,0.861842105263158,NA,NA,NA
"2021","AGO",0.586,NA,0,NA,NA,3.1e+08,NA,NA,0.861842105263158,NA,NA,NA
"2007","ATG",0.802,NA,NA,10,395553246,0,0,NA,NA,NA,1302388888.88889,0
"2008","ATG",0.801,NA,NA,75490,529479125,0,48044020.6379856,NA,NA,NA,1370070370.37037,0
"2009","ATG",0.795,NA,NA,95765,493689863,0,3500000,NA,NA,NA,1228329629.62963,0
"2010","ATG",0.79,NA,NA,52715,806160549,0,1040740.74074073,NA,NA,NA,1148700000,0
"2011","ATG",0.783,NA,NA,50891,656772026,0,55415534.3181842,NA,NA,NA,1137637037.03704,0
"2012","ATG",0.787,NA,NA,71351,746976529,0,15134302.9202014,NA,NA,NA,1199948148.14815,0
"2013","ATG",0.787,NA,NA,338650,245481822,0,51718361.8110534,NA,NA,NA,1181448148.14815,0
"2014","ATG",0.789,NA,NA,38431,172363379,1e+09,13245958.7677822,NA,NA,NA,1249733333.33333,0
"2015","ATG",0.791,NA,NA,6664,53070077,0,1259344.44444444,NA,NA,NA,1336692592.59259,0
"2016","ATG",0.794,NA,NA,37342,133431186,0,90292542.3066553,NA,NA,NA,1436585185.18519,0
"2017","ATG",0.795,NA,NA,8389,44869624,0,2175000,NA,NA,NA,1467977777.77778,0
"2018","ATG",0.798,NA,NA,44553,55360230,0,NA,NA,NA,NA,1605944444.44444,0
"2019","ATG",0.8,NA,NA,69638,71936357,0,NA,NA,NA,NA,1687533333.33333,0
"2020","ATG",0.788,NA,NA,32718,91316077,0,NA,NA,NA,NA,1370351851.85185,0
"2021","ATG",0.788,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"2000","ARG",0.779,NA,0,929989911,610303235,NA,0,0.676056338028169,0.835526315789474,8,308148233466.733,2.284700695
"2001","ARG",0.784,NA,0,1281026505,573695719,NA,0,0.690140845070423,0.841463414634146,8,291334718272.136,1.924530043
"2002","ARG",0.785,NA,0,1239463842,185369034,NA,0,0.690140845070423,0.757425742574257,8,110583590317.494,5.815337411
"2003","ARG",0.793,NA,0,2729075711,447186056,NA,0,0.690140845070423,0.840659340659341,8,140444139675.444,5.118339455
"2004","ARG",0.798,NA,0,3254874419,852302428,NA,0,0.676056338028169,0.847058823529412,8,165947750429.253,4.950483499
"2005","ARG",0.802,NA,0,3799209692,1324429053,0,0,0.676056338028169,0.853535353535353,8,200622205937.167,5.7512162
"2006","ARG",0.814,NA,0,3700185258,2003896248,0,0,0.676056338028169,0.862385321100917,8,234391234167.418,6.117752662
"2007","ARG",0.817,NA,0,6334230244,3581130834,0,116087958.55,0.676056338028169,0.864130434782609,8,289755142706.824,4.963762906
"2008","ARG",0.825,NA,0,9361349629,5054732598,0,0,0.676056338028169,0.813829787234043,8,365644376649.996,5.00758015
"2009","ARG",0.827,NA,0,4306017303,3482892910,0,0,0.704225352112676,0.892857142857143,8,336359389616.28,3.034240956
"2010","ARG",0.834,NA,1,6804128143,6115764185,5.68e+09,502049364.05,0.704225352112676,0.873563218390805,8,426487434874.483,3.323358046
"2011","ARG",0.841,NA,0,6256571958,8502556365,1.28e+09,133791700,0.704225352112676,0.873684210526316,8,530158176681.574,3.715547515
"2012","ARG",0.843,NA,0,6560805532,7869366024,0,542899965.834,0.704225352112676,0.86046511627907,8,581430904392.676,3.413361118
"2013","ARG",0.845,NA,0,6085768453,8750429703,2.59e+09,3591300.0894604,0.732394366197183,0.8984375,8,613316027356.944,3.01544202
"2014","ARG",0.846,NA,0,5246944098,7679829418,3.5e+08,5254164198.89396,0.704225352112676,0.891025641025641,8,567050145343.292,2.745268851
"2015","ARG",0.848,NA,0,5717476184,8805106457,6e+08,82904591.9861712,NA,0.840277777777778,9,644903200498.596,1.087435672
"2016","ARG",0.847,NA,0,5118095612,7200837601,6.8e+08,527259570.463033,NA,0.777777777777778,9,557532317365.891,0.936269076
"2017","ARG",0.851,NA,0,4754226912,9067210848,5.48e+09,1582744178.03281,NA,0.752066115702479,9,643628396190.931,1.12360659
"2018","ARG",0.85,NA,0,3516448060,8418070603,2.34e+09,NA,NA,0.838709677419355,9,517626853947.396,2.101276936
"2019","ARG",0.852,NA,0,7390979168,6884154384,1.51e+09,NA,NA,0.853932584269663,NA,445445254556.123,2.191602821
"2020","ARG",0.84,NA,0,6814456938,7083804680,1e+09,NA,NA,0.824468085106383,NA,383067158672.728,1.828568663
"2021","ARG",0.842,NA,0,NA,NA,8e+08,NA,NA,0.831168831168831,NA,NA,NA
"2000","ARM",0.662,NA,0,4102218,1143203,NA,0,0.380281690140845,0.833333333333333,5,2038534802.82285,0.293454325
"2001","ARM",0.666,NA,0,1174126,2270161,NA,0,0.380281690140845,0.847560975609756,5,2259108208.23929,0.299938082
"2002","ARM",0.676,NA,0,6659934,1938909,NA,604082.219292344,0.380281690140845,0.79,5,2534163310.57114,0.591149485
"2003","ARM",0.686,NA,0,1781560,4710951,NA,966522.276268781,0.394366197183099,0.859550561797753,5,2993550393.21012,0.033234597
"2004","ARM",0.694,NA,0,2155666,11684953,NA,906133.58200751,0.408450704225352,0.837349397590361,5,3814176693.63094,0.021722905
"2005","ARM",0.707,NA,0,351481,23029644,NA,0,0.422535211267606,0.860824742268041,5,5225971849.5027,0.010231363
"2006","ARM",0.721,NA,0,8412520,33075578,NA,0,0.422535211267606,0.878504672897196,5,6808524717.52552,0.015802557
"2007","ARM",0.738,NA,0,37774050,51431694,NA,0,0.422535211267606,0.879120879120879,5,9817806812.332,0.009295978
"2008","ARM",0.742,NA,0,11506191,69212461,NA,1870474.07942653,0.436619718309859,0.846153846153846,5,12436664185.2499,0.213475225
"2009","ARM",0.741,NA,0,23938617,87414900,NA,650000,0.436619718309859,0.878048780487805,5,9222356746.3383,0.374259981
"2010","ARM",0.746,NA,0,46703414,117130052,NA,14034381.8357661,0.436619718309859,0.867469879518072,5,9875377779.08488,2.65466288
"2011","ARM",0.75,NA,0,34631988,135722781,NA,0,0.436619718309859,0.846590909090909,5,10815777610.6523,2.923458164
"2012","ARM",0.755,NA,0,35165810,113204371,NA,3229843.91739602,0.436619718309859,0.853658536585366,5,10619320692.8087,1.490134089
"2013","ARM",0.76,NA,0,73138531,119849623,NA,0,0.450704225352113,0.849206349206349,5,11121464429.703,1.097153902
"2014","ARM",0.764,NA,0,167172701,122809063,NA,13535648.0616519,0.436619718309859,0.833333333333333,5,11609513241.0754,0.306948917
"2015","ARM",0.766,NA,0,208972279,112400450,NA,34339256.7054574,NA,0.816901408450704,5,10553337527.7745,0.760031512
"2016","ARM",0.765,NA,0,280618246,111083094,NA,0,NA,0.780373831775701,5,10546136240.3952,0.221817708
"2017","ARM",0.768,NA,0,302677119,143851698,NA,14798489.4873379,NA,0.78448275862069,5,11527458712.6186,0.245814089
"2018","ARM",0.771,NA,0,302143196,213183600,NA,NA,NA,0.817204301075269,7,12457940705.3088,1.093298247
"2019","ARM",0.778,NA,0,531304034,223093382,NA,NA,NA,0.857954545454545,NA,13619290545.8131,2.201188696
"2020","ARM",0.757,NA,0,794486880,222790257,NA,NA,NA,0.813186813186813,NA,12641210872.5648,2.483281395
"2021","ARM",0.759,NA,0,NA,NA,NA,NA,NA,0.848684210526316,NA,NA,NA
"2000","AUS",0.896,NA,0,5024006965,3428876665,NA,NA,0.71830985915493,0.723684210526316,10,408774988018.119,2.869597139
"2001","AUS",0.9,NA,0,5425925470,3569445889,NA,NA,0.732394366197183,0.691358024691358,10,390108834371.852,3.171152473
"2002","AUS",0.902,NA,0,5850571701,4585039229,NA,NA,0.746478873239437,0.628712871287129,10,435171313117.593,2.73476829
"2003","AUS",0.906,NA,0,7300072115,6263578991,NA,NA,0.76056338028169,0.637362637362637,10,558422134392.477,2.16291888
"2004","AUS",0.908,NA,0,11552488752,8838251022,NA,NA,0.76056338028169,0.567073170731707,10,678337418022.765,2.871694329
"2005","AUS",0.911,NA,0,16193626752,11061500935,3.2e+08,NA,0.76056338028169,0.595959595959596,10,760939512577.578,4.227571636
"2006","AUS",0.914,NA,0,19323299466,13624882168,2.92e+09,NA,0.76056338028169,0.55045871559633,10,818233984853.555,5.295461039
"2007","AUS",0.915,NA,0,25801493543,17996590492,2.18e+09,NA,0.76056338028169,0.581521739130435,10,985139395308.653,6.495600182
"2008","AUS",0.919,NA,0,37435132805,22247264260,1.625e+10,NA,0.788732394366197,0.563829787234043,10,1057010486406.54,8.593194059
