"Year","Code","HDI","Arms.Imports","Arms.Exports","Imports","Exports","FDI","Fin.Diplomacy","IGO.Alignment","UN.Agreement","Polity","GDP","Resources"
"2010","GMB",0.46,NA,0,14998147,186783983,NA,0,0.52112676056338,0.932926829268293,-5,1543294945.17155,3.030324075
"2011","GMB",0.46,NA,0,54101423,290968234,NA,0,0.52112676056338,0.9,-5,1409693592.76766,4.466917622
"2012","GMB",0.467,NA,0,84712711,257513304,NA,0,0.52112676056338,0.870967741935484,-5,1415004743.95876,5.776649294
"2013","GMB",0.471,NA,0,77977808,308521028,NA,0,0.549295774647887,0.923728813559322,-5,1375609459.25332,5.723102003
"2014","GMB",0.473,NA,0,37932266,350688473,NA,0,0.535211267605634,0.941860465116279,-5,1229461732.63909,5.240780429
"2015","GMB",0.478,NA,0,55789251,330097246,NA,0,NA,0.823529411764706,-5,1378176605.96058,5.558881778
"2016","GMB",0.484,NA,0,90094547,315083868,NA,45146271.1533276,NA,0.9,-5,1467254799.56589,6.561058129
"2017","GMB",0.489,NA,0,99052161,398652570,NA,123059230.889948,NA,0.766355140186916,4,1504954083.26284,6.493378459
"2018","GMB",0.495,NA,0,20062361,426190569,NA,NA,NA,0.864197530864197,4,1670686435.64541,2.56216992
"2019","GMB",0.503,NA,0,71443632,512480767,NA,NA,NA,0.873563218390805,NA,1805852805.94699,2.812270768
"2020","GMB",0.501,NA,0,29902106,535660037,NA,NA,NA,0.852272727272727,NA,1830414409.20065,2.818368476
"2021","GMB",0.5,NA,0,NA,NA,NA,NA,NA,0.858108108108108,NA,NA,NA
"2000","GEO",0.702,NA,NA,2350255,1541602,NA,362384.836548062,0.422535211267606,0.746575342465753,2,3216917301.67833,0.827662294
"2001","GEO",0.706,NA,NA,3291740,3712167,NA,26672407.0589737,0.450704225352113,0.743589743589744,2,3386804047.88512,0.562731603
"2002","GEO",0.714,NA,NA,3513778,7995626,NA,784597.219292344,0.450704225352113,0.676767676767677,2,3572285321.37042,0.567595713
"2003","GEO",0.723,NA,NA,8222520,19897377,NA,0,0.450704225352113,0.701219512195122,2,4198839434.67015,0.777205066
"2004","GEO",0.729,NA,NA,34173936,22884215,NA,1079089.05467167,0.436619718309859,0.724358974358974,6,5392192488.97816,0.79457168
"2005","GEO",0.738,NA,NA,2658964,40758381,0,2440909.74625286,0.436619718309859,0.713541666666667,7,6744165038.96176,0.659121314
"2006","GEO",0.742,NA,NA,6951207,78356092,0,2508662.57556365,0.436619718309859,0.697247706422018,7,8147842045.75667,0.985783666
"2007","GEO",0.753,NA,NA,15586433,181327807,0,0,0.464788732394366,0.727272727272727,6,10701691611.3519,0.922564457
"2008","GEO",0.748,NA,NA,3526532,292886424,2e+08,2877652.42988697,0.507042253521127,0.688888888888889,6,13460184476.257,0.756593639
"2009","GEO",0.753,NA,NA,17868168,191957710,0,2927612.3410433,0.507042253521127,0.688235294117647,6,11326537102.5836,0.770026594
"2010","GEO",0.759,NA,NA,41802268,274931757,1e+08,2954606.70226654,0.507042253521127,0.720238095238095,6,12243202092.0044,1.35568973
"2011","GEO",0.766,NA,NA,38105242,761069088,3.4e+08,9281376.13117521,0.507042253521127,0.698529411764706,6,15107496872.0049,1.909762116
"2012","GEO",0.773,NA,NA,33582229,740330065,4e+08,87510782.7888008,0.507042253521127,0.704819277108434,6,16488836127.196,1.085785206
"2013","GEO",0.777,NA,NA,54455596,862092297,0,4879090.73689182,0.52112676056338,0.67741935483871,7,17190037477.38,0.799334227
"2014","GEO",0.784,NA,NA,53110774,908676000,0,203114896.919456,0.52112676056338,0.668918918918919,7,17627390114.7819,0.514894311
"2015","GEO",0.79,NA,NA,43785338,768675246,1e+08,4136597.64359832,NA,0.676056338028169,7,14953675992.6704,0.537695971
"2016","GEO",0.794,NA,NA,53564327,745243603,1.6e+08,14029254.2306655,NA,0.648148148148148,7,15141598622.5692,0.584179239
"2017","GEO",0.8,NA,NA,67590956,912618656,2.5e+08,22399244.743669,NA,0.63716814159292,7,16242687077.6536,0.483901857
"2018","GEO",0.804,NA,NA,53887498,1095539847,0,NA,NA,0.662921348314607,7,17599585390.4049,0.471896889
"2019","GEO",0.81,NA,NA,81045263,1401748362,1.2e+08,NA,NA,0.636363636363636,NA,17476976469.6281,0.631146512
"2020","GEO",0.802,NA,NA,100865861,1275672257,3.1e+08,NA,NA,0.657608695652174,NA,15891603714.3577,0.814814424
"2021","GEO",0.802,NA,NA,NA,NA,0,NA,NA,0.651315789473684,NA,NA,NA
"2000","DEU",0.889,9,NA,10408730507,9277789992,NA,NA,0.746478873239437,0.703947368421053,10,1943143892310.14,0.096579019
"2001","DEU",0.896,8,NA,13772189970,9751099988,NA,NA,0.76056338028169,0.695121951219512,10,1944089985771.94,0.130756375
"2002","DEU",0.901,6,NA,16416414964,11371849916,NA,NA,0.732394366197183,0.626262626262626,10,2068718227035.23,0.10543335
"2003","DEU",0.905,8,NA,24291888786,17442112338,NA,NA,0.746478873239437,0.653846153846154,10,2496032414099.91,0.09820593
"2004","DEU",0.914,16,NA,30356020930,23755731818,NA,NA,0.732394366197183,0.678571428571429,10,2809310064380.75,0.14015963
"2005","DEU",0.914,16,NA,30722927993,32527131213,0,NA,0.732394366197183,0.707070707070707,10,2845731980301.45,0.143278157
"2006","DEU",0.917,12,NA,37879365204,40314598128,0,NA,0.732394366197183,0.688073394495413,10,2992043438581.01,0.166582885
"2007","DEU",0.921,10,NA,45384335446,48744144230,1.3e+08,NA,0.732394366197183,0.695652173913043,10,3421053532018.27,0.171476352
"2008","DEU",0.923,3,NA,55789930102,59208951160,1.4e+08,NA,0.732394366197183,0.659574468085106,10,3730166004501.72,0.299761004
"2009","DEU",0.923,3,NA,55764084071,49919564279,0,NA,0.76056338028169,0.670588235294118,10,3397586387027.85,0.159811422
"2010","DEU",0.926,3,NA,74251272075,68047133397,0,NA,0.76056338028169,0.706896551724138,10,3396354075663.73,0.197106241
"2011","DEU",0.931,3,NA,92726219513,76399999430,2.04e+09,NA,0.76056338028169,0.668421052631579,10,3744408602683.94,0.227072316
"2012","DEU",0.933,3,NA,91933080631,69212732296,2.7e+09,NA,0.76056338028169,0.686046511627907,10,3527344944139.83,0.16477829
"2013","DEU",0.934,11,NA,94156749710,67342500439,8e+08,NA,0.774647887323944,0.619047619047619,10,3732743446218.92,0.12269951
"2014","DEU",0.937,11,NA,105012759989,72703048969,1.62e+09,NA,0.746478873239437,0.602564102564103,10,3883920155292.26,0.099285654
"2015","DEU",0.938,15,NA,87623361068,69154833607,1.69e+09,NA,NA,0.614285714285714,10,3356235704119.75,0.07555511
"2016","DEU",0.941,7,NA,86109029796,65214030647,1.258e+10,NA,NA,0.602564102564103,10,3467498002104.33,0.063485373
"2017","DEU",0.944,11,NA,96940109119,71134400096,7.56e+09,NA,NA,0.652892561983471,10,3690849152517.65,0.068738366
"2018","DEU",0.945,15,NA,106323509875,77489342157,1.265e+10,NA,NA,0.639784946236559,10,3977289455388.23,0.085692934
"2019","DEU",0.948,15,NA,105087088345,79789085186,6.51e+09,NA,NA,0.601123595505618,NA,3888326788627.44,0.094374852
"2020","DEU",0.944,15,NA,105110505822,86807061051,4.2e+08,NA,NA,0.622340425531915,NA,3846413928653.71,0.090971964
"2021","DEU",0.942,3,NA,NA,NA,2.55e+09,NA,NA,0.603896103896104,NA,NA,NA
"2000","GHA",0.507,NA,0,14993971,105931678,NA,36168781.1735953,0.577464788732394,0.907894736842105,2,10569787946.6571,13.69604307
"2001","GHA",0.505,NA,2,36600750,145884684,NA,0,0.591549295774648,0.914634146341463,6,11274085579.2545,12.65427125
"2002","GHA",0.512,NA,0,30145440,182305094,NA,56200000,0.577464788732394,0.861386138613861,6,13079946041.2741,13.31743113
"2003","GHA",0.515,NA,0,34309463,321786458,NA,43090277.1333994,0.591549295774648,0.933333333333333,6,16190785267.1526,15.54215439
"2004","GHA",0.521,NA,1,80383412,510399658,NA,69000,0.591549295774648,0.945121951219512,8,18839567115.3744,12.43764069
"2005","GHA",0.533,NA,0,96006327,672423503,0,1401022.74365632,0.591549295774648,0.908163265306122,8,22764833501.6863,11.6832294
"2006","GHA",0.54,NA,0,79677895,803091920,0,111250866.257556,0.591549295774648,0.901869158878505,8,27016173359.2421,7.608748769
"2007","GHA",0.55,NA,14,53522024,1228015647,8e+08,352236000,0.591549295774648,0.91304347826087,8,32770285941.8656,8.842552944
"2008","GHA",0.561,NA,0,93400315,1747886207,0,352560763.684803,0.605633802816901,0.884615384615385,8,37761130944.7549,9.201174074
"2009","GHA",0.566,NA,11,79622438,1533701228,0,7767000,0.647887323943662,0.93452380952381,8,34385605707.6945,10.82438885
"2010","GHA",0.574,NA,2,123382182,1932871728,1.49e+09,350050000,0.647887323943662,0.93452380952381,8,42587418803.3053,10.13334343
"2011","GHA",0.585,NA,56,363184865,3109948453,3.7e+08,210508449.071282,0.647887323943662,0.903409090909091,8,52369940336.0122,16.29140411
"2012","GHA",0.592,NA,0,643547980,4790753288,1.74e+09,1383274287.3499,0.647887323943662,0.885964912280702,8,55512769977.8187,16.0573304
"2013","GHA",0.6,NA,22,1203330219,3946027851,3.9e+08,280370109.117966,0.676056338028169,0.923913043478261,8,63702350905.0434,11.06637564
"2014","GHA",0.6,NA,0,1452597286,4134566463,7.2e+08,3960563.546142,0.647887323943662,0.901408450704225,8,54722865328.172,12.67128602
"2015","GHA",0.607,NA,13,1296470657,5308877832,1.49e+09,133278498.431903,NA,0.807692307692308,8,50033911736.4249,10.67243147
"2016","GHA",0.611,NA,8,1309649870,4666604087,4.8e+08,634052885.18691,NA,0.806603773584906,8,56165172896.3118,9.386427594
"2017","GHA",0.616,NA,0,1852939054,4824797038,0,414798489.487338,NA,0.711340206185567,8,60403027568.2498,10.66394121
"2018","GHA",0.62,NA,0,2442011666,4813948402,2e+08,NA,NA,0.821428571428571,8,67277027642.1919,10.09752054
"2019","GHA",0.631,NA,0,2576405874,4903256486,1.56e+09,NA,NA,0.825581395348837,NA,68353477449.2206,10.29081621
"2020","GHA",0.632,NA,0,1774498710,6756191472,1.11e+09,NA,NA,0.828947368421053,NA,68532179747.0383,9.470521215
"2021","GHA",0.632,NA,0,NA,NA,7e+08,NA,NA,0.859154929577465,NA,NA,NA
"2000","GRC",0.81,NA,NA,48071492,578701519,NA,NA,0.647887323943662,0.710526315789474,10,131719208710.713,0.070253954
"2001","GRC",0.82,NA,NA,58499678,693839396,NA,NA,0.690140845070423,0.707317073170732,10,136190135211.318,0.098954355
"2002","GRC",0.83,NA,NA,55055061,731846607,NA,NA,0.661971830985915,0.648514851485149,10,153837944194.086,0.046357324
"2003","GRC",0.835,NA,NA,74668269,1113603723,NA,NA,0.661971830985915,0.697802197802198,10,201916317373.013,0.037540746
"2004","GRC",0.843,NA,NA,86308615,1380330389,NA,NA,0.647887323943662,0.698795180722892,10,240531714191.702,0.161312384
"2005","GRC",0.855,NA,NA,86689111,1935285064,0,NA,0.647887323943662,0.712121212121212,10,247776839277.72,0.133111371
"2006","GRC",0.863,NA,NA,104314721,2178865249,0,NA,0.647887323943662,0.68348623853211,10,273303736165.4,0.190199533
"2007","GRC",0.858,NA,NA,170450226,3276583063,0,NA,0.661971830985915,0.690217391304348,10,318481590391.952,0.323467377
"2008","GRC",0.863,NA,NA,185480146,4074585710,5.79e+09,NA,0.676056338028169,0.670212765957447,10,354473933215.568,0.349084095
"2009","GRC",0.866,NA,NA,213027756,3458064962,0,NA,0.676056338028169,0.688235294117647,10,329980373884.039,0.121488076
"2010","GRC",0.869,NA,NA,390395766,3958942836,1.3e+08,NA,0.676056338028169,0.904761904761905,10,296835347894.647,0.274748022
"2011","GRC",0.865,NA,NA,353606705,3949368486,1.2e+08,NA,0.676056338028169,0.673684210526316,10,282625615062.878,0.35975198
"2012","GRC",0.866,NA,NA,427351728,3593168231,0,NA,0.676056338028169,0.7,10,242043155254.044,0.235858838
"2013","GRC",0.871,NA,NA,433266752,3218976138,0,NA,0.690140845070423,0.658730158730159,10,238839792882.56,0.160158225
"2014","GRC",0.879,NA,NA,345667164,4185607495,0,NA,0.661971830985915,0.666666666666667,10,235144956104.466,0.120029596
"2015","GRC",0.88,NA,NA,285500609,3664980363,0,NA,NA,0.680555555555556,10,195604861153.887,0.068753193
"2016","GRC",0.877,NA,NA,283105786,4201429389,8.7e+08,NA,NA,0.658119658119658,10,193017042817.369,0.089243338
"2017","GRC",0.88,NA,NA,430040263,4751381411,2.2e+09,NA,NA,0.669421487603306,10,199844418440.024,0.116327853
"2018","GRC",0.886,NA,NA,562508164,6498320340,3.4e+08,NA,NA,0.672043010752688,10,212049459051.656,0.108056385
"2019","GRC",0.889,NA,NA,725254630,7740115331,6.9e+08,NA,NA,0.623595505617977,NA,205144162906.117,0.070965521
"2020","GRC",0.886,NA,NA,773891395,7036561548,0,NA,NA,0.648936170212766,NA,188835201625.91,0.056956901
"2021","GRC",0.887,NA,NA,NA,NA,1.1e+08,NA,NA,0.62987012987013,NA,NA,NA
"2002","GRD",0.739,NA,NA,13,294359,NA,0,NA,NA,NA,540337037.037037,0
"2003","GRD",0.747,NA,NA,306059,429474,NA,0,NA,NA,NA,591018518.518518,0
"2004","GRD",0.742,NA,NA,70,784534,NA,0,NA,NA,NA,599118518.518518,0
"2005","GRD",0.763,NA,NA,1176,2726540,NA,36404863,NA,NA,NA,695370370.37037,0
"2006","GRD",0.765,NA,NA,19663,4063687,NA,56500000,NA,NA,NA,698700000,0
"2007","GRD",0.773,NA,NA,44668,2996135,NA,5e+06,NA,NA,NA,758685185.185185,0
"2008","GRD",0.778,NA,NA,40808,3775164,NA,1556407.40740741,NA,NA,NA,825977777.777778,0
"2009","GRD",0.777,NA,NA,31256,3951757,NA,0,NA,NA,NA,771277777.777778,0
"2010","GRD",0.782,NA,NA,7995,5110837,NA,1616827,NA,NA,NA,771014814.814815,0
"2011","GRD",0.786,NA,NA,518,5912234,NA,0,NA,NA,NA,778655555.555555,0
"2012","GRD",0.784,NA,NA,4332,19869040,NA,64173771,NA,NA,NA,799881481.481481,0
"2013","GRD",0.787,NA,NA,31624,7571625,NA,5655555.55555556,NA,NA,NA,842618518.518518,0
"2014","GRD",0.787,NA,NA,4997,14864857,NA,211177,NA,NA,NA,911496296.296296,0
"2015","GRD",0.79,NA,NA,11960,9927245,NA,0,NA,NA,NA,997007407.407407,0
"2016","GRD",0.791,NA,NA,8728,7325415,NA,7803,NA,NA,NA,1061640740.74074,0
"2017","GRD",0.794,NA,NA,12373,10699750,NA,123663491.77265,NA,NA,NA,1125685185.18519,0
"2018","GRD",0.797,NA,NA,2753,13145871,NA,NA,NA,NA,NA,1166514431.85185,0
"2019","GRD",0.8,NA,NA,2489,14589898,NA,NA,NA,NA,NA,1213485400,0
"2020","GRD",0.792,NA,NA,43783,15407757,NA,NA,NA,NA,NA,1043412698.88889,0
"2021","GRD",0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","GTM",0.55,NA,NA,4605646,138618014,NA,NA,0.464788732394366,0.842465753424658,8,16922733965.1995,1.647688004
"2001","GTM",0.556,NA,NA,211107,162915069,NA,NA,0.47887323943662,0.876623376623377,8,18406008570.8732,1.504519203
"2002","GTM",0.561,NA,NA,574944,244669255,NA,NA,0.492957746478873,0.768817204301075,8,20446828058.5478,1.292272716
"2003","GTM",0.566,NA,NA,1820893,305616729,NA,NA,0.492957746478873,0.851648351648352,8,21569748082.908,1.507672733
"2004","GTM",0.571,NA,NA,42906856,392639460,NA,NA,0.492957746478873,0.847058823529412,8,23584961075.4006,1.492900857
"2005","GTM",0.574,NA,NA,94693426,473636588,0,NA,0.492957746478873,0.853535353535353,8,26779380066.0275,1.529075177
"2006","GTM",0.581,NA,NA,43775823,687586449,0,NA,0.507042253521127,0.864485981308411,8,29751362203.3689,2.174375126
"2007","GTM",0.59,NA,NA,46209048,799173416,0,NA,0.507042253521127,0.896739130434783,8,33571717882.7678,1.983465456
"2008","GTM",0.596,NA,NA,11502508,934417228,0,NA,0.52112676056338,0.833333333333333,8,38515200749.6004,2.010441101
"2009","GTM",0.6,NA,NA,23330291,658823099,0,NA,0.549295774647887,0.9,8,37134983994.6052,1.6359228
"2010","GTM",0.605,NA,NA,36058645,1018467306,7e+08,NA,0.563380281690141,0.890804597701149,8,40682126237.3123,2.648843596
"2011","GTM",0.611,NA,NA,23344720,1253974576,0,NA,0.563380281690141,0.889473684210526,8,46898396134.3118,2.843362236
"2012","GTM",0.616,NA,NA,68508376,1283707803,0,NA,0.563380281690141,0.843023255813954,8,49588767014.0393,2.170255872
"2013","GTM",0.62,NA,NA,173934187,1475308165,0,NA,0.563380281690141,0.8828125,8,52996447871.5052,2.083646798
"2014","GTM",0.637,NA,NA,51398307,1867281383,0,NA,0.549295774647887,0.87012987012987,8,57852150461.1863,2.970493849
"2015","GTM",0.639,NA,NA,201104140,2052662980,0,NA,NA,0.826388888888889,8,62186064755.19,1.788112322
"2016","GTM",0.639,NA,NA,100066022,1854815264,0,NA,NA,0.735042735042735,8,66053402645.1206,2.022450732
"2017","GTM",0.64,NA,NA,106841158,1959399855,0,NA,NA,0.681818181818182,8,71653756545.1263,1.514881736
"2018","GTM",0.64,NA,NA,86572476,2332891573,0,NA,NA,0.708791208791209,8,73208928536.5756,1.209392043
"2019","GTM",0.642,NA,NA,198056204,2399670445,0,NA,NA,0.730337078651685,NA,77020031892.9827,1.156575918
"2020","GTM",0.635,NA,NA,267096519,2472503058,0,NA,NA,0.723404255319149,NA,77604632254.3757,1.337368028
"2021","GTM",0.627,NA,NA,NA,NA,0,NA,NA,0.75974025974026,NA,NA,NA
"2000","GIN",0.345,NA,0,20997,34024281,NA,0,0.507042253521127,0.901408450704225,-1,4269438239.46802,12.38468744
"2001","GIN",0.352,NA,0,42513,44060108,NA,74881777.76,0.535211267605634,0.89344262295082,-1,4075156911.16613,12.08234436
"2002","GIN",0.362,NA,0,11535848,43376727,NA,6e+06,0.535211267605634,0.875,-1,4079549317.20689,12.11145178
"2003","GIN",0.37,NA,0,10451921,73285630,NA,0,0.535211267605634,0.928571428571429,-1,4765756664.95351,14.89639201
"2004","GIN",0.377,NA,0,14794647,93017010,NA,45494411.9363605,0.535211267605634,0.941176470588235,-1,5028105060.97814,14.15987052
"2005","GIN",0.387,NA,0,3002054,144313339,0,4.5e+07,0.535211267605634,0.920212765957447,-1,4063116991.79539,20.97428709
"2006","GIN",0.394,NA,0,12281279,175491046,0,14725697.2921548,0.535211267605634,0.962264150943396,-1,4220019258.51945,17.785692
"2007","GIN",0.402,NA,0,92356843,264633742,0,5314714.1499522,0.549295774647887,0.960674157303371,-1,6281917536.04032,16.29330515
"2008","GIN",0.408,NA,0,25302691,334455925,0,1e+07,0.563380281690141,0.963414634146341,-1,6964179242.06701,15.22396548
"2009","GIN",0.41,NA,0,6239559,281384272,0,0,0.549295774647887,0.966666666666667,-1,6716904515.92155,15.58553331
"2010","GIN",0.415,NA,1,54997397,421349661,0,0,0.549295774647887,0.951807228915663,1,6853467847.92407,15.29208035
"2011","GIN",0.42,NA,0,15567159,630170425,4.5e+08,464068.80655876,0.549295774647887,0.913793103448276,1,6785137288.81285,18.19915311
"2012","GIN",0.425,NA,0,10994622,753850549,1.35e+09,0,0.549295774647887,0.902597402597403,1,7638045173.83131,16.61728799
"2013","GIN",0.429,NA,0,84091702,907476153,4.5e+08,334650000,0.577464788732394,0.925,4,8376613911.9665,14.15081494
"2014","GIN",0.435,NA,0,41344714,1101458974,2.51e+09,272985277.32228,0.549295774647887,0.923076923076923,4,8778473634.44361,14.93195431
"2015","GIN",0.44,NA,0,25933184,1277088833,1.62e+09,1606999.09369166,NA,0.869565217391304,4,8794202415.76308,14.1138586
"2016","GIN",0.45,NA,0,630056941,1144424259,7.7e+08,0,NA,0.835,4,8603833167.77472,18.10636448
"2017","GIN",0.458,NA,0,1466753446,1239956655,0,19607998.5707227,NA,0.833333333333333,4,10324668257.4898,18.94643337
"2018","GIN",0.462,NA,0,2187615992,1353497391,1e+09,NA,NA,0.862637362637363,4,11857030364.815,12.33024561
"2019","GIN",0.467,NA,0,2456089817,1717429222,2.88e+09,NA,NA,0.96078431372549,NA,13513809311.3139,4.626016165
"2020","GIN",0.466,NA,0,2438851194,1911678247,1.1e+09,NA,NA,0.816666666666667,NA,15489985799.2701,4.125657623
"2021","GIN",0.465,NA,0,NA,NA,2.09e+09,NA,NA,0.859154929577465,NA,NA,NA
"2005","GNB",0.404,NA,0,NA,5793889,0,2319471.38066276,0.408450704225352,0.925675675675676,6,586795627.757727,13.27954471
"2006","GNB",0.417,NA,0,64,5677056,0,5750000,0.408450704225352,0.881818181818182,6,591839459.786922,13.36373112
"2007","GNB",0.424,NA,0,172994,7308823,0,17225496.6893188,0.422535211267606,0.953125,6,695990233.663024,16.72343629
"2008","GNB",0.429,NA,0,1242562,6146998,0,30600000,0.436619718309859,0.884146341463415,6,864654881.093624,15.98064891
"2009","GNB",0.436,NA,0,1617183,23193644,0,9069680,0.450704225352113,0.947368421052632,6,826797828.831193,17.19744802
"2010","GNB",0.443,NA,0,3862870,9433700,0,2234112.34579328,0.450704225352113,0.914634146341463,6,849050090.522991,14.93073249
"2011","GNB",0.452,NA,0,4112691,14850937,0,695846.915626986,0.450704225352113,0.91358024691358,6,1098378429.52901,13.24832759
"2012","GNB",0.456,NA,0,6633460,15894649,0,0,0.450704225352113,0.887323943661972,1,989326865.432249,17.09524264
"2013","GNB",0.46,NA,0,16827743,11889575,0,8417080,0.464788732394366,0.932203389830508,1,1045790295.40786,16.77539518
"2014","GNB",0.466,NA,0,49956236,17153183,2.8e+08,162297.938389111,0.450704225352113,0.895522388059702,6,1053512570.73386,18.6987839
"2015","GNB",0.472,NA,0,17812428,17482677,0,6418255.70716036,NA,0.860294117647059,6,1047436699.19811,19.87141771
"2016","GNB",0.478,NA,0,161227,21236460,0,46512000,NA,0.833333333333333,6,1179004190.66852,18.70150461
"2017","GNB",0.481,NA,0,402375,33724346,1.7e+08,23529598.2848673,NA,0.673611111111111,6,1350177012.32865,15.98572145
"2018","GNB",0.482,NA,0,7638682,29831705,0,NA,NA,0.865853658536585,6,1382453562.7095,9.216002789
"2019","GNB",0.49,NA,0,8402360,31938678,0,NA,NA,0.853846153846154,NA,1322269761.54398,9.931003838
"2020","GNB",0.483,NA,0,5381,51430636,0,NA,NA,0.846153846153846,NA,1314998923.90383,10.5264163
"2021","GNB",0.483,NA,0,NA,NA,0,NA,NA,0.849315068493151,NA,NA,NA
"2000","GUY",0.577,NA,0,3948486,10064983,NA,0,0.464788732394366,0.906666666666667,6,1136500133.52519,15.5078379
"2001","GUY",0.584,NA,0,2371489,12408020,NA,0,0.464788732394366,0.921052631578947,6,1232255272.14183,12.91353051
"2002","GUY",0.59,NA,2,3996831,13718547,NA,3624493.31575406,0.464788732394366,0.851485148514851,6,1363257115.73178,12.78512746
"2003","GUY",0.598,NA,0,299854,18120320,NA,20205385.9837071,0.464788732394366,0.927777777777778,6,1513671921.24786,16.94822751
"2004","GUY",0.612,NA,0,1175040,21183621,NA,0,0.464788732394366,0.928571428571429,6,1741294601.74729,21.19928079
"2005","GUY",0.622,NA,0,7568957,27208809,0,36852281.5744136,0.47887323943662,0.922680412371134,6,1978251755.40213,20.82610291
"2006","GUY",0.631,NA,0,17682108,81503763,0,0,0.47887323943662,0.926605504587156,6,2379817986.73416,9.706352267
"2007","GUY",0.638,NA,0,18105113,65857149,0,15385456.4197469,0.492957746478873,0.934782608695652,6,2730969363.88046,10.80751516
"2008","GUY",0.644,NA,0,17359005,70978277,0,0,0.492957746478873,0.923529411764706,6,3025188904.06123,10.36355729
"2009","GUY",0.649,NA,0,10746877,59084603,1.7e+08,18146104.578541,0.52112676056338,0.939024390243902,6,3165661864.61388,10.71583763
"2010","GUY",0.656,NA,0,17279617,83469700,0,101548973.466527,0.52112676056338,0.941176470588235,6,3432912791.33912,14.59220398
"2011","GUY",0.665,NA,0,14528313,132625432,1.4e+08,8700000,0.52112676056338,0.916666666666667,6,3691384743.32349,16.32058031
"2012","GUY",0.669,NA,0,26056916,199505794,6.1e+08,230903380.053185,0.52112676056338,0.898809523809524,6,4063088529.13592,16.52635776
"2013","GUY",0.673,NA,0,21129352,160138330,0,650545.431585577,0.535211267605634,0.943548387096774,6,4167800935.59943,13.66871763
"2014","GUY",0.681,NA,0,40221304,167286279,0,72657.1108993485,0.52112676056338,0.92948717948718,6,4127660158.47323,10.79658279
"2015","GUY",0.684,NA,0,49373241,158948083,0,387409.200968523,NA,0.866197183098592,7,4279840193.7046,8.564432837
"2016","GUY",0.691,NA,0,28254693,178293313,0,1835496.36803874,NA,0.849557522123894,7,4482697336.56174,16.01863506
"2017","GUY",0.695,NA,0,38391190,188638049,0,49341421.9844519,NA,0.773504273504274,7,4748174334.14044,12.52465111
"2018","GUY",0.701,NA,0,43082806,222033870,9.3e+08,NA,NA,0.840659340659341,7,4787637005.53638,6.59938113
"2019","GUY",0.708,NA,0,45986503,272914331,4e+08,NA,NA,0.844827586206897,NA,5173764988.00959,6.173627674
"2020","GUY",0.721,NA,0,308864649,265469909,2.4e+08,NA,NA,0.818681318681319,NA,5471270983.21343,19.18612214
"2021","GUY",0.714,NA,0,NA,NA,2.6e+08,NA,NA,0.837662337662338,NA,NA,NA
"2000","HTI",0.47,NA,NA,8352,15695157,NA,0,0.492957746478873,0.889705882352941,-2,6361552232.55447,0.349449569
"2001","HTI",0.472,NA,NA,27376,14450035,NA,0,0.507042253521127,0.893333333333333,-2,6234915050.91268,0.383295015
"2002","HTI",0.476,NA,NA,3531,23469423,NA,0,0.507042253521127,0.878947368421053,-2,5761266709.01735,0.396885022
"2003","HTI",0.482,NA,NA,20286,26380572,NA,0,0.507042253521127,0.95679012345679,-2,4882031112.16715,0.518316848
"2004","HTI",0.479,NA,NA,259773,22216469,NA,0,0.507042253521127,0.753333333333333,0,6309546449.61893,0.415056575
"2005","HTI",0.49,NA,NA,271800,30196545,NA,0,0.507042253521127,0.8875,3,6979596420.31667,0.347869052
"2006","HTI",0.494,NA,NA,1364883,59794468,NA,0,0.507042253521127,0.885714285714286,5,7599475252.04051,0.474483985
"2007","HTI",0.499,NA,NA,6330297,81924766,NA,0,0.52112676056338,0.917582417582418,5,9452038984.05966,0.403575653
"2008","HTI",0.503,NA,NA,7477344,125898262,NA,0,0.52112676056338,0.867469879518072,5,10114766506.0173,0.399712732
"2009","HTI",0.508,NA,NA,2883311,147487115,NA,0,0.549295774647887,0.920289855072464,5,11343662540.7422,0.337463726
"2010","HTI",0.433,NA,NA,5950129,255762871,NA,16722966.1388395,0.549295774647887,0.924418604651163,0,11811683442.0088,0.665741356
"2011","HTI",0.512,NA,NA,7367886,303639341,NA,0,0.549295774647887,0.857954545454545,0,12934045036.082,0.526060369
"2012","HTI",0.517,NA,NA,9968077,283707938,NA,0,0.549295774647887,0.875,0,13587513141.2647,0.492284008
"2013","HTI",0.521,NA,NA,15009723,323494252,NA,0,0.549295774647887,0.932432432432432,0,14385504159.5664,0.541636819
"2014","HTI",0.525,NA,NA,14832127,391379244,NA,0,0.52112676056338,0.857142857142857,0,14597055290.3396,0.698659762
"2015","HTI",0.529,NA,NA,10465530,434223602,NA,0,NA,0.847826086956522,0,14227616358.9677,0.574767534
"2016","HTI",0.532,NA,NA,6384608,453907808,NA,60000,NA,0.770588235294118,5,13333355780.8963,0.790216838
"2017","HTI",0.539,NA,NA,7610322,532573667,NA,0,NA,0.780821917808219,5,15237360994.4879,0.657743898
"2018","HTI",0.541,NA,NA,7500576,615900510,NA,NA,NA,0.774193548387097,5,15822214436.7492,0.439174146
"2019","HTI",0.543,NA,NA,4492861,560834575,NA,NA,NA,0.775862068965517,NA,14006805987.2018,0.443148732
