Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
China,CHN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.837845031,0.817833543,0.965608892,1.838447063,4.865761044,7.203169335,8.997482325,9.401439202,10.88830715,16.56109958,19.25382504,19.17946669,16.4922416,12.31999899,10.09704414,9.515528294,5.546758759,6.15166268,6.098629149,6.798428394,8.233219327,5.804038885,5.079502623,4.236810661,3.222630241,3.197016625,2.981011592,2.387413904,1.741790295,1.817842265,2.595486693,2.480777471,1.873280296,1.952621212,4.650601857,5.033399372,5.510415569,6.378164514,9.714862071,3.988632346,6.295716786,7.677887753,4.154487131,3.027690783,2.308582087,1.177931639,1.055275704,1.332935942,1.477941277,1.138781106,1.089575464,
Cote d'Ivoire,CIV,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,5.882119608,5.648935825,6.249129835,7.463187892,6.977363725,5.739879044,5.841877201,5.292520997,4.334079925,4.789501553,4.92050466,4.469355907,5.500737847,5.593014971,5.410380118,4.606962463,3.568005443,3.342324893,2.820940867,2.93941089,4.08902476,3.475975451,3.456993106,3.369134966,5.270834476,5.146142853,3.098230271,2.782986917,2.415423279,2.208139959,2.845229598,2.306603341,2.444527973,2.618711769,2.58774897,3.968331196,5.831718193,5.182911734,5.913061818,4.049487699,4.603858555,6.037898885,5.941032024,4.630205491,5.336570234,3.259000071,3.285005612,3.616679978,3.343354094,3.315946448,2.024549366,
Cameroon,CMR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,3.905608069,3.449970969,3.402939407,4.164266115,4.465391967,4.148746287,4.291835381,5.501477305,5.246761406,8.402911794,10.48660875,8.083133401,6.773774554,8.252609866,11.34371572,12.23848502,4.460722793,6.883930634,5.921021445,10.23334905,11.86668259,7.598023187,7.727844498,5.053188302,8.222954891,8.736312173,9.461803967,8.728509593,4.983345591,5.112066557,7.976840412,5.198760737,4.748336795,4.728058118,4.910835303,7.655736521,9.002233898,9.188835841,10.62847914,5.977949002,7.140780927,8.427677876,8.736715488,7.514017384,7.576802903,5.863225008,5.468179873,6.404696921,6.496866814,6.022491849,4.678371283,
"Congo, Dem. Rep.",COD,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,11.50468532,7.723277262,7.433925623,11.99605039,11.65839169,6.725673432,7.82282751,7.818925328,6.520965664,8.310022156,10.70937622,9.64704657,9.626602278,10.54212164,13.64585733,13.27572397,12.747498,16.63281843,19.39951536,20.43787158,20.04843843,13.31969391,15.9413873,10.72531606,23.41561391,36.2946358,36.49404703,32.19492022,32.00906898,28.21512122,7.547027925,18.13747958,18.58003684,29.11108354,23.66540059,23.08484882,23.66690166,25.60726261,28.26375627,28.31569552,25.94653939,28.57295249,26.85352118,25.47881713,24.61633527,20.11734792,20.5873592,24.68285652,17.93027347,13.77391934,14.88427485,
"Congo, Rep.",COG,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,6.633271796,5.896749537,5.561307161,6.838570916,27.56425698,16.60966675,19.68813705,19.10604459,22.16838125,40.50864955,31.42275247,17.20204947,9.500137012,17.94619191,27.18573241,27.05820908,13.51674535,23.29461475,22.75040735,36.768962,42.44314213,24.55898412,27.19122414,29.79353139,37.75711156,36.98268471,41.3432048,43.95667128,26.32064143,40.09994469,57.87801969,44.23718346,41.18409243,35.46366871,43.82758429,52.11170336,58.68759505,49.63608597,57.1810085,38.2379386,47.0977011,56.10642016,45.63217856,36.33433721,32.08128377,17.45251379,18.06380432,33.34969862,47.43715565,45.97658315,37.39486248,
Colombia,COL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.206343294,1.449252787,1.476706907,1.932664079,5.012966812,4.878663742,4.210560991,2.989514162,2.617029848,4.498574302,5.06292759,4.151187702,2.995749296,3.610086768,3.663594267,4.093773191,3.208310892,5.338687128,4.134208342,5.967679545,7.009203013,4.331685768,3.774376742,3.153952572,2.433272942,2.997616956,3.771046525,3.079703175,2.054681421,4.330626514,5.756019773,3.779897533,3.891870303,4.791214603,6.085136382,6.401880065,7.242458266,6.571655921,8.517349344,4.690514803,6.586467154,9.445233703,8.02804865,7.344816998,6.371397612,3.684018477,2.972676303,3.849006263,5.028679284,4.693336047,3.78274426,
Comoros,COM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,0.814546844,0.811701996,1.288461703,0.793048315,0.769874523,0.516529286,0.619038525,0.505536403,0.546126078,0.599385261,0.733042704,0.752536474,0.732272833,0.633194862,1.091606346,1.689939328,1.725396132,1.760660865,1.832497564,1.271047552,1.399519881,1.273430224,1.375146732,1.655367519,1.232593207,1.287213235,1.265309639,1.58338532,1.716692455,1.749119163,1.593442325,1.633452192,1.914030214,1.814918701,1.976956783,2.465764269,2.506756509,2.36385148,1.457300205,1.487342718,1.503757679,
Cabo Verde,CPV,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.87967291,60.06295653,70.35926486,59.43334365,56.33324488,45.70774421,27.14440866,28.72348149,29.97577138,29.47467799,28.54039515,22.47124265,14.18637523,17.3545243,24.08081852,18.99733111,14.23615986,25.5757613,32.08076558,30.73765614,21.93210048,49.17156791,21.56255181,33.27600034,40.366765,24.87042585,16.39990106,11.8695503,9.367052336,10.06214133,12.20478245,14.14592073,13.03745107,11.47321023,
Costa Rica,CRI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,4.138109348,3.81416476,3.968461117,5.863249495,5.390086998,7.255321657,5.570561,5.778399732,5.626145811,6.95956772,5.35292212,8.51618484,12.01025162,5.079417282,2.937580098,2.44375554,2.515583341,3.256961007,3.04797984,2.811834206,3.293625364,2.770585198,2.571394245,2.203274888,2.368552024,2.905949411,2.578770763,2.287302857,1.518171984,1.154233514,1.014415578,1.051218449,0.952728054,0.982989203,0.939727785,0.978847632,1.346328983,1.460741133,1.308735058,1.185898673,1.627167159,1.23371479,1.176026653,1.221195303,1.335319048,1.113878425,1.217353087,1.128267865,0.934956585,0.756013309,0.921519197,
Caribbean small states,CSS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,6.537794538,6.128237979,7.123144777,8.174699856,20.08434902,16.35674833,16.70229612,15.02341125,16.00497144,25.84966611,19.19612852,16.75579842,8.866215875,8.965072076,9.931079724,9.450949105,6.061099846,6.64386715,5.199432509,7.191381513,8.549322897,6.486301457,6.324635976,5.522765668,5.232931236,4.693902473,5.332514788,3.992907125,2.403989902,3.05501739,4.491041507,3.486102054,3.555027229,4.325127135,5.030179512,7.011049272,7.861348102,7.078625133,7.422759259,6.228887129,7.36697149,8.950816411,9.087322673,8.284142071,6.277580883,3.425781295,3.511470178,4.350761755,4.511699754,3.465819614,3.903179649,
Cuba,CUB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.873549258,0.725955195,0.649207118,0.592137348,0.679021255,0.793016803,0.852008784,0.79746204,0.446582168,0.848442405,0.820823924,0.766700883,0.62191385,0.541861028,0.537326111,0.614191652,0.300005124,0.414241882,1.543431386,1.666895082,0.88888554,0.985662437,0.988356949,0.756338384,0.670232305,1.0591185,1.364521071,1.022791889,0.541930131,0.783378591,1.867580241,1.25001492,1.353766676,1.986705782,2.918832668,2.943093275,3.673586714,6.194228328,3.017378522,1.586399101,2.586330359,2.965479039,2.217016088,1.745681938,1.664149915,0.693771238,0.443405195,0.653750044,1.016118326,0.856625907,0.635242845,
Curacao,CUW,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
Cayman Islands,CYM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cyprus,CYP,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,1.335582423,1.654080572,0.730411027,0.440335784,0.21830699,0.149344974,0.089694471,0.081178169,0.085200409,0.072375148,0.06931007,0.046626948,0.037944948,0.047556245,0.050036182,0.030395286,0.018745723,0.012802457,0.012898024,0.009598808,0.007740009,0.014720566,0.024633769,0.011082271,0.014109308,0.019198478,0.009878277,0.010947039,0.00789407,0.008770465,0.000729546,0.000588866,0.006468504,0.00454891,0.018585376,0.039179415,0.061916351,0.062309669,0.041852139,0.032685123,0.019924735,0.00120035,0.005409521,0.004689758,0.003639829,0.005856011,
Czechia,CZE,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.427070019,1.702017669,1.107161257,0.977119303,0.727334635,0.739026112,0.690531834,0.656275086,0.513683891,0.434754433,0.555523977,0.767951498,0.466444446,0.415945657,0.886281903,0.769450108,0.768070158,0.697304405,1.535355032,0.708664614,0.979873275,1.0813836,0.656609003,0.392069922,0.349760105,0.312832332,0.309346651,0.371019665,0.387667241,0.400487309,0.438722195,
Germany,DEU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.233859679,0.242504696,0.198423056,0.222236434,0.366651989,0.739895983,0.777993234,0.657134131,0.487302271,0.482966806,0.597146225,0.949988772,0.9638652,0.64198185,0.518221599,0.55808429,0.246986757,0.148458267,0.135908969,0.176257071,0.234304662,0.134831729,0.095533522,0.075196803,0.060088179,0.064971598,0.074270521,0.07051839,0.054581388,0.047372568,0.096579019,0.130756375,0.10543335,0.09820593,0.14015963,0.143278157,0.166582885,0.171476352,0.299761004,0.159811422,0.197106241,0.227072316,0.16477829,0.12269951,0.099285654,0.07555511,0.063485373,0.068738366,0.085692934,0.094374852,0.090971964,
Djibouti,DJI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.174830504,,0.552230097,0.562759523,0.588732441,0.568218463,0.583263428,0.496362278,0.380891594,0.418635435,0.632478856,0.664007194,0.676909113,0.947348472,0.391087418,0.382079268,0.415974591,0.454277724,0.623059168,0.573154706,0.529249755,0.616385692,0.523310117,0.790439022,0.743212074,0.838156181,0.88846349,0.893774805,0.522615829,0.788998443,0.66101449,0.484687693,0.573709927,0.267564658,0.331863659,0.299293543,
Dominica,DMA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,0.190569228,0.152935787,0.180520043,0.153105969,0.120961388,0.235477935,0.072052806,0.037708535,0.02166903,0.018934998,0.016246679,0.014258064,0.013318043,0.04249033,0.046038542,0.040582544,0.029638552,0.033180641,0.040285357,0.027614817,0.037896329,0.030749194,0.02546173,0.024917176,0.024272875,0.022138961,0.022810766,0.02202869,0.021195912,0.028680734,0.027065373,0.026123999,0.021986551,0.04915488,0.0412283,0.041332265,0.049193821,0.065145184,0.047467708,0.060234395,0.056129931,0.034904103,0.028274761,0.045772236,
Denmark,DNK,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.06812369,0.055822087,0.057230588,0.063544077,0.056699802,0.058856117,0.067422355,0.082763416,0.072305642,0.108391487,0.116178739,0.175887929,0.241996936,0.357885205,0.41252104,0.538865467,0.254860508,0.327165435,0.253665989,0.472504565,0.540231969,0.323536204,0.319325229,0.36199425,0.330484547,0.31198535,0.471859305,0.468588672,0.141242444,0.46537474,1.480358206,1.227969098,1.176453123,1.109850453,1.319464378,1.738634365,1.911618537,1.664136074,2.046105388,1.214204899,1.430238134,1.794858434,1.678780859,1.267252849,1.015912214,0.533995252,0.362076364,0.511861184,0.635279985,0.487174448,0.219520567,
Dominican Republic,DOM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.728567423,0.782206677,1.935342143,2.676666238,2.675582684,2.167331197,2.026073883,1.793317327,0.892600908,2.093487455,3.120528262,1.973393474,0.925069503,1.090283926,0.705552974,1.446049702,0.566831964,1.20252746,5.716648467,4.483803734,2.010174588,1.407954635,0.80256648,0.27024182,0.793311412,1.140021778,0.703394465,0.503240743,0.048113153,0.190528243,0.341026792,0.022789006,0.027647779,0.541632395,1.21413015,0.720719153,1.606234311,2.528048004,0.234147046,0.123503913,0.172400177,0.340146013,0.446722351,1.024973494,1.037472701,0.535347858,1.281947932,1.035368658,0.868758582,1.055404139,1.37237734,
Algeria,DZA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,8.686762908,8.442962475,10.26789212,11.97799242,29.25813825,23.92859063,25.07879616,24.6959391,21.41395945,39.14869713,32.06498097,24.37840774,18.63176745,18.20989262,17.01353402,15.64091169,7.853725447,9.803904043,9.113656006,13.9767616,17.70294276,15.07414877,15.16343824,13.75642319,14.25725078,16.16111769,19.01123043,17.97158225,11.69501539,15.66172412,24.40093882,21.86244837,21.87527675,23.43917879,25.06484397,32.49086612,34.40823485,32.41196439,34.2389622,24.55612665,26.25510174,31.04806446,29.98557346,27.73419358,24.12672742,15.87714704,11.99777359,14.28829108,18.48172445,16.34204454,11.92571914,
East Asia & Pacific (excluding high income),EAP,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.808519061,1.871781707,2.560797718,4.392360833,7.648837676,8.803185628,10.29522619,10.8742317,11.12831126,18.43607882,18.97575134,15.95361667,13.06937853,11.7034023,9.861209324,9.270855205,6.071566814,7.124656399,6.742250358,7.781007634,8.696649728,6.085417079,5.622774602,4.735541954,3.901891722,3.904031599,3.712668217,3.128608777,2.504450589,2.580734962,3.740555329,3.277931542,2.689977834,2.917555767,5.135519897,5.688756244,6.095196136,6.772587465,9.539471596,4.360731235,6.304177325,7.632335892,4.526030922,3.468136253,2.806645285,1.571105075,1.363987869,1.688020066,1.937338125,1.505789154,1.343729034,
Early-demographic dividend,EAR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,3.303846989,3.401003188,4.08506889,5.689016643,14.9800703,12.45327384,13.89696027,13.88647586,12.16151243,21.64072894,20.26081357,15.62310122,11.29735249,11.21202687,10.38873006,9.314944274,5.520705071,7.306610032,6.633741778,8.978900378,11.2142929,6.969459729,6.670975617,6.355864506,5.785542283,6.17266793,7.000331064,5.952100325,3.859060734,4.932391357,7.846989201,6.571020652,6.662691849,7.460878969,9.03360576,11.41057487,12.12356544,11.14879753,13.63542774,7.885812244,9.127130692,12.07028202,11.05463658,9.962153175,8.497757079,4.622979365,3.959840303,4.890362831,6.425020447,5.160709683,3.820500912,
East Asia & Pacific,EAS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.875849033,0.891432809,0.989848395,1.542214558,2.587909108,3.002911005,3.248910788,3.229403065,2.498562117,4.156768086,4.670745507,3.796147996,3.36427435,2.962526468,2.568427033,2.582588312,1.307281886,1.260445766,1.18016948,1.337455981,1.52911846,1.035547332,0.961561294,0.788719895,0.68900958,0.742752204,0.840234274,0.77766295,0.650270203,0.648916748,0.964592431,0.972472286,0.870223435,0.93390994,1.640851961,2.03838402,2.498359145,3.12867452,4.719828565,2.296550551,3.506738769,4.390436202,2.739372493,2.354468395,1.978397537,1.181809104,1.052881723,1.339576314,1.545988113,1.305170302,1.200218617,
Europe & Central Asia (excluding high income),ECA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.675925475,0.630854028,0.544678323,0.748537024,1.135166447,0.882963464,0.913300437,0.796805779,0.797767675,0.820992511,1.400733685,1.483741634,1.434379562,1.15004923,1.401559482,1.409675686,0.821955366,1.768305199,4.898233394,7.126352766,9.287258412,5.415413664,6.360645413,5.30318997,4.818523281,4.867700214,5.939446649,4.840701593,2.13102333,4.725099815,10.70021092,11.86110814,10.16901755,9.861275427,9.987825668,10.90412088,12.467353,11.36526777,13.56428471,10.10013158,11.15547675,13.37700792,11.78476094,10.1852885,9.26208038,6.267607455,5.349251486,7.225535148,10.65124724,9.003789144,6.878943272,
Europe & Central Asia,ECS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.222633378,0.208331549,0.186398355,0.240263847,0.385414721,0.527749371,0.590659456,0.557076384,0.490191394,0.757753883,0.875562092,0.920774573,0.727483733,0.845262246,0.866080667,0.904863662,0.390051175,0.425896948,0.823116963,1.122993414,1.343177247,0.706801594,0.732861488,0.694912249,0.578233541,0.571492946,0.709191537,0.633740061,0.257074422,0.481448824,1.218203537,1.257281122,1.115552272,1.085849066,1.222327491,1.517912133,1.898306712,1.859202457,2.49159379,1.644744226,2.164201513,2.844049569,2.693481791,2.339973442,1.953207989,1.165447076,0.970113192,1.385039886,1.892403238,1.583996197,1.199381664,
Ecuador,ECU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.612548055,0.73461131,1.606927693,4.118205818,8.68838583,6.702191009,7.00486383,5.087812562,5.57381265,12.14038071,11.39171564,8.113796428,6.007759337,9.521097256,10.07155841,10.39279477,5.814404919,6.388627301,8.330483275,10.42451483,13.1706912,7.560535885,7.972586947,7.378727682,6.504398311,7.537713727,9.297273533,7.028890211,3.879049049,7.945305556,16.40014826,9.418229792,8.231759818,8.977248516,13.48575956,17.7972745,18.85894084,17.03700515,18.8312903,9.202539074,11.87464132,16.14623022,14.32001257,13.09337811,11.58882391,4.78646712,3.715229671,5.441005944,7.499928011,6.898821086,4.756665074,
"Egypt, Arab Rep.",EGY,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.923315,2.043490251,1.876810694,1.883947109,6.801108897,8.131942501,10.46698818,13.27514119,15.20085685,30.41502718,33.33226186,28.99517117,21.12966848,20.76797568,20.95582267,18.76077002,8.605974225,13.00675092,11.9471754,14.81306784,18.3137897,13.11948969,12.27858232,10.53962964,8.689981638,8.434188936,9.351563812,6.893188803,4.145703927,5.564826447,7.738843624,6.490083135,7.365879383,9.125617817,11.54305209,14.40009725,14.98674476,13.28656233,15.21392109,9.021959878,8.98848517,12.47014698,10.92048502,9.979298516,8.359836838,4.179727149,3.046131103,5.453575829,6.961009684,4.987641148,2.691017616,
Euro area,EMU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.205256342,0.192931173,0.175240956,0.215175955,0.348241551,0.480067441,0.510415859,0.435823394,0.351569176,0.422127414,0.491355049,0.557871345,0.489351085,0.455264599,0.405387969,0.424800022,0.220771143,0.150118135,0.159130978,0.190156374,0.188846265,0.12721008,0.099131993,0.100222632,0.089329205,0.093001005,0.101775201,0.095676078,0.063566131,0.062529918,0.124333128,0.157125123,0.129165095,0.11560051,0.123438839,0.124805505,0.168465188,0.171442525,0.233404511,0.15890509,0.186569889,0.226300495,0.216052346,0.189887261,0.146569523,0.103107139,0.082473658,0.097063175,0.116620007,0.097244197,0.089447084,
Eritrea,ERI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.389152202,6.08521291,8.865724327,7.708812147,7.718044057,7.649737941,4.92817248,4.922254905,4.514205353,3.09853412,4.529856926,3.259232987,3.243441433,2.819421299,3.96277102,4.284507803,2.401739369,2.521877066,26.95622838,,,,,,,,,,
Spain,ESP,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.200824325,0.166877594,0.156487958,0.248375104,0.351249101,0.275154984,0.300862756,0.257772748,0.200091313,0.227843699,0.324711066,0.38897259,0.426885375,0.403772167,0.294460147,0.293597034,0.139510235,0.1195023,0.229416584,0.236587668,0.123496157,0.075234391,0.071434359,0.067855762,0.068754504,0.068583315,0.060048367,0.052817398,0.042197932,0.038969197,0.049969879,0.055623765,0.046439313,0.037683384,0.047587406,0.036473027,0.044062622,0.052132056,0.065224601,0.035441999,0.059151508,0.066000219,0.074239263,0.063553311,0.061011701,0.047738064,0.042026218,0.053292569,0.063321657,0.040505549,0.044992865,
Estonia,EST,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68300914,1.799322159,1.807895912,1.600547786,1.873971845,2.301496125,2.201364163,1.742990556,1.621849528,0.987630222,0.786641805,0.759169234,0.788109125,1.20910304,1.239044665,1.962478821,2.636041482,2.143634326,1.711407736,1.38012869,1.153436779,1.062424723,1.355526658,1.367343571,1.175466681,1.090707208,
Ethiopia,ETH,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,13.13967237,18.17208083,10.6705767,10.69627858,6.863227882,10.63283873,9.574842498,10.38838249,10.22907498,11.89886966,11.23210226,15.08006516,14.69157396,22.91789198,31.64930357,28.66873567,27.07928527,31.21413416,19.60366512,18.48526548,18.14881277,23.18932315,36.14132104,27.81099335,23.27649649,18.82885483,21.91153683,18.77038336,16.42816975,15.81413982,17.41967092,14.90051602,13.90963181,13.37767232,12.19036608,11.23121966,9.87784482,5.90429714,5.494110856,5.087963854,
European Union,EUU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.235038495,0.219065049,0.195674849,0.247311897,0.377379503,0.483847088,0.513131986,0.433651635,0.356744227,0.426707219,0.497890235,0.560337606,0.502319207,0.467743008,0.417022116,0.441739248,0.236045708,0.204879702,0.226778471,0.262280066,0.280123514,0.194925378,0.156654769,0.155447863,0.136595798,0.145807542,0.153398989,0.148812851,0.094735487,0.100747582,0.201789216,0.234438459,0.194002338,0.175561935,0.214037627,0.229610772,0.29284535,0.289623475,0.40190233,0.249472596,0.434358773,0.551868796,0.447279611,0.385803867,0.326257228,0.188793246,0.194261622,0.26910009,0.282866612,0.161383198,0.145364638,
Fragile and conflict affected situations,FCS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,7.081049666,6.995983975,6.711267764,10.10965279,28.557113,22.96575805,21.91059483,20.74913616,19.38181964,28.59393683,30.32087021,11.62329985,8.600283573,11.24933766,13.95388181,13.88835115,8.288621684,10.44714937,9.451926193,14.35949024,14.07098697,12.71779497,12.80056584,12.44675508,13.02321573,13.45167732,16.15350776,13.55946613,9.572945604,12.29043763,18.86879568,14.65102087,14.36325431,15.43507117,18.91850282,22.1545147,22.22712949,19.7042935,22.13807964,13.14216066,15.80198191,22.4069371,20.44937485,17.69870067,15.22820444,10.62899961,10.11321982,13.7175243,16.59051714,14.54887047,10.30140472,
Finland,FIN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.791436619,1.408227828,1.379517609,1.799077491,1.588020362,0.976968261,0.98524476,0.911445298,1.159376348,1.339959684,1.316489325,1.057193519,0.86351752,0.811356142,0.682139575,0.760229337,0.651283128,0.566258563,0.550286781,0.629770469,0.477098967,0.342938304,0.426736014,0.548937085,0.53741539,0.478118322,0.474238069,0.47018539,0.450318065,0.4004004,0.427797343,0.372098651,0.421607225,0.375379873,0.30118706,0.296595984,0.371174537,0.415304998,0.388182567,0.335164943,0.469964446,0.497257468,0.530548901,0.446825125,0.430827286,0.414656545,0.404746809,0.434314755,0.527037212,0.366031242,0.370885668,
Fiji,FJI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.341381423,0.347529483,0.4112239,0.986187862,1.286212048,1.046388675,0.603257071,0.694238599,0.64009372,1.12147575,1.737129246,1.249170683,1.568215098,1.555623905,1.255842768,1.346184224,1.831313263,2.730698829,2.861885078,2.789730743,2.317327853,1.250667219,1.019418868,1.540845967,1.547861379,1.499759671,1.423175108,1.187208274,1.275457101,0.845075902,1.077772011,1.073439839,0.989507048,1.033876404,0.87757995,0.946997059,0.974664114,0.715096151,0.880454237,1.175883027,2.208832941,1.945296497,2.029412232,1.350101264,1.16625535,1.040825069,1.019393883,1.266741111,1.148918714,1.190341065,1.510763201,
France,FRA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.157455783,0.142422906,0.132241538,0.149014595,0.205122142,0.226545222,0.250678776,0.226272668,0.175534296,0.203561546,0.225777546,0.225245666,0.20962827,0.197787281,0.177570765,0.182163089,0.110107471,0.094431193,0.104668707,0.120922942,0.108786331,0.082309842,0.077128498,0.072629818,0.070381742,0.068573207,0.070665904,0.06146027,0.045586575,0.045420656,0.070553137,0.063393187,0.057950265,0.051682035,0.041023704,0.041541383,0.049096429,0.049203546,0.053454438,0.050028324,0.056473267,0.05255337,0.049519594,0.04882721,0.046477138,0.041020321,0.040394979,0.036551443,0.042895559,0.034171879,0.031349479,
Faroe Islands,FRO,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Micronesia, Fed. Sts.",FSM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0.009158873,0.011973677,0.00764339,0.010252824,0.015905843,0.017143749,0.016846604,0.012989516,0.007072322,0.007464106,0.00857109,0.009733101,0.014273412,0.01652024,0.010136271,0.012487273,0.018908833,0.031993485,0.028911568,0.027273282,0.035425434,0.02804107,0.026521777,0.040600328,0.032192135,0.036049623,0.038531974,0.016415588,0.014142512,0.018023792,
Gabon,GAB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,9.156061548,9.267870972,10.74138874,11.21745923,40.87958093,32.0501677,23.06610498,28.8091927,30.43287734,54.01866988,33.42487546,15.98622589,9.000101557,16.64377423,25.00163187,26.17967094,10.01285812,19.82264688,15.41311108,26.50278323,32.39964311,20.85719106,22.98238138,28.8850798,27.73097791,29.18323288,33.19991265,30.28829097,15.35239403,26.76454557,39.86694873,27.10167086,26.01517269,24.44827343,31.78660517,40.11445945,41.36983196,38.78667502,44.06143185,27.2177703,31.83881215,36.94236162,36.60708544,31.62372972,25.90475381,12.49791592,12.00147719,19.53499923,22.91552262,22.73299344,17.686703,
United Kingdom,GBR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.075100709,0.08768783,0.07534616,0.087665203,0.221079676,0.62424047,0.866293358,1.20982639,1.098220747,2.311111762,2.410302334,2.378628472,1.721468674,2.405104588,2.655116291,2.694276112,1.001055788,1.099789536,0.65037103,0.810590404,1.005743449,0.507268867,0.479698478,0.548695352,0.559418304,0.554154177,0.755993298,0.555189471,0.159422731,0.44124477,0.996555579,0.96617437,0.842698834,0.788019517,0.746042001,0.854468903,0.955249972,0.893347597,1.299586423,0.869760382,0.978607927,1.145868274,0.940973075,0.759360049,0.585049773,0.328278932,0.278479737,0.419773149,0.661331868,0.579761578,0.389184328,
